year,mileage,rough_scale,torque_scale,stop_scale,cv_wellness,wb_wellness,brk_wellness
2017,29747,0.59,0.13,0.56,93.7,82.78,72.16
2004,101750,0.63,0.84,0.19,65.98,67.41,55.8
2010,233503,0.54,0.84,0.7,24.86,35.15,5.0
2024,236077,0.32,0.97,0.59,14.55,40.23,5.0
2008,225291,0.92,0.1,0.73,43.48,22.12,5.0
2000,160322,0.63,0.5,0.95,48.14,51.1,13.95
2004,135625,0.51,0.57,0.37,50.56,63.46,36.79
2009,209085,0.14,0.1,0.37,42.51,44.03,7.41
2024,67374,0.37,0.28,0.65,85.05,85.14,61.73
2002,8070,0.08,0.09,0.74,100.0,97.38,89.93
2019,224404,0.89,0.46,0.83,30.41,26.42,5.0
2024,77228,0.46,0.83,0.73,63.99,67.67,58.26
2013,62878,0.54,0.16,0.12,81.78,71.42,78.52
2008,185223,0.54,0.96,0.11,32.36,42.26,26.59
2022,34670,0.96,0.23,0.89,90.06,85.98,70.23
2015,242355,0.72,0.23,0.67,22.43,31.4,5.0
2017,204027,0.01,0.23,0.77,27.86,41.76,5.0
2012,8853,0.08,0.36,0.56,89.59,85.5,81.91
2018,173159,0.34,0.08,0.34,35.83,47.11,26.26
2000,81742,0.77,0.73,0.09,64.98,75.18,66.6
2013,79627,0.79,0.46,0.77,72.47,58.19,54.34
2015,239237,0.73,0.02,0.69,34.16,19.92,5.0
2005,120643,0.4,0.24,0.68,60.41,65.6,32.48
2005,49077,0.18,0.94,0.62,77.73,97.13,60.88
2014,223074,0.71,0.97,0.23,26.47,37.46,5.07
2001,155019,0.43,0.53,0.18,33.79,58.4,20.88
2023,148898,0.84,0.31,0.26,54.36,47.36,34.55
2004,170576,0.72,0.1,0.62,49.2,48.12,11.96
2021,88571,0.02,0.32,0.5,65.56,85.64,51.35
2009,28876,0.29,0.41,0.12,94.8,80.19,88.74
2005,160004,0.14,0.8,0.69,36.6,51.03,20.87
2020,47039,0.85,0.8,0.35,76.01,80.72,80.11
2017,44148,0.14,0.7,0.47,80.96,81.5,73.03
2002,136442,0.75,0.26,0.08,61.51,59.33,43.4
2021,81692,0.72,0.51,0.91,64.68,62.31,41.91
2005,206816,0.87,0.8,0.11,26.02,35.25,12.78
2008,125172,0.01,0.31,0.77,63.41,66.32,34.6
2002,93553,0.37,0.22,0.33,63.36,65.7,51.96
2011,142483,0.78,0.15,0.05,52.54,54.77,47.19
2007,41287,0.45,0.99,0.02,76.16,79.77,84.25
2014,101848,0.42,0.15,0.71,65.92,63.16,53.13
2011,198851,0.74,0.5,0.18,34.92,38.78,15.38
2010,115365,0.84,0.3,0.01,63.48,52.41,54.5
2020,212336,0.67,0.19,0.46,33.68,36.36,5.0
2008,97882,0.11,0.71,0.34,56.83,67.33,63.36
2015,201326,0.63,0.53,0.22,28.61,43.44,14.79
2019,214369,0.2,0.24,0.89,32.61,38.15,5.0
2004,107988,0.34,0.47,0.32,51.7,60.61,50.02
2009,237218,0.71,0.35,0.34,31.42,31.49,5.0
2008,63316,0.79,0.31,0.05,72.11,81.44,75.62
2019,39096,0.11,0.29,0.73,88.49,88.68,67.54
2014,158770,0.64,0.16,0.36,56.96,56.82,31.78
2006,106338,0.62,0.6,0.47,58.15,67.88,47.14
2013,234823,0.83,0.33,0.59,22.63,24.7,5.0
2010,236492,0.14,0.66,0.06,26.08,47.15,10.77
2008,227294,0.43,0.14,0.13,29.1,32.37,8.4
2017,193177,0.28,0.16,0.34,39.27,45.01,19.95
2005,8949,0.94,0.33,0.78,94.83,86.18,86.16
2018,203687,0.71,0.07,0.13,31.33,36.79,14.52
2006,116379,0.06,0.85,0.5,47.87,75.6,36.32
2022,187252,0.99,0.04,0.07,50.74,30.41,17.65
2005,49897,0.99,0.87,0.82,76.87,63.3,55.83
2017,36408,0.01,0.31,0.11,83.83,83.16,77.89
2021,46743,0.76,0.34,0.78,75.94,79.45,56.83
2007,123406,0.96,0.77,0.58,48.51,54.61,37.13
2024,119039,0.42,0.1,0.76,62.93,64.12,39.56
2015,60463,0.53,0.91,0.63,65.08,88.44,70.25
2024,227589,0.35,0.3,0.9,28.8,39.26,5.0
2013,163969,0.99,0.12,0.2,48.74,42.73,28.88
2003,183091,0.53,0.92,0.26,29.87,51.95,20.55
2023,24090,0.61,0.19,0.69,95.1,90.35,73.13
2000,222894,0.88,0.68,0.8,34.97,36.4,5.0
2011,89006,0.01,0.62,0.42,68.21,73.25,48.23
2005,230039,0.8,0.52,0.29,31.67,35.88,8.25
2008,196621,0.98,0.53,0.41,35.9,32.57,5.0
2024,46282,0.11,0.02,0.82,87.59,86.54,58.83
2016,175918,0.27,0.45,0.8,49.57,47.65,14.66
2006,4536,0.92,0.93,0.54,79.72,88.81,87.51
2024,191146,0.61,0.76,0.1,35.19,37.38,11.81
2017,238842,0.6,0.35,0.71,27.63,26.25,5.0
2013,146332,0.59,0.7,0.84,44.22,53.08,14.6
2003,211112,0.26,0.39,0.3,30.3,41.97,12.6
2007,205094,0.45,0.32,0.81,40.93,40.49,5.0
2017,1745,0.1,0.3,0.66,93.39,98.89,82.16
2020,42714,0.71,0.14,0.66,87.7,76.53,71.56
2022,142248,0.49,0.59,0.0,57.2,49.93,42.05
2024,239114,0.93,0.56,0.55,22.05,18.07,5.0
2022,78023,0.79,0.01,0.63,66.15,64.72,61.47
2018,185204,0.56,0.93,0.75,34.19,43.21,12.46
2006,232891,0.24,0.89,0.29,17.8,33.39,5.0
2006,242823,0.16,0.2,0.95,34.59,39.82,5.0
2021,115325,0.66,0.5,0.19,55.45,57.41,49.06
2021,149933,0.22,0.77,0.92,47.05,55.73,28.6
2000,112049,0.72,0.23,0.01,61.6,64.71,55.73
2015,81997,0.09,0.79,0.19,71.81,80.15,69.84
2004,218009,0.34,0.93,0.84,27.93,42.03,5.0
2004,197616,0.09,0.23,0.74,37.41,49.26,8.09
2019,197256,0.43,0.03,0.06,37.14,49.45,23.33
2001,32548,0.95,0.3,0.08,75.4,80.79,76.44
2017,70518,0.55,0.24,0.02,80.73,77.31,71.79
2003,9499,0.03,0.99,0.06,73.96,95.44,97.92
2019,106093,0.5,0.37,0.0,54.1,64.67,54.94
2001,88102,0.62,0.07,0.64,69.27,67.99,54.95
2022,80080,0.98,0.75,0.15,60.41,61.69,62.16
2020,191043,0.2,0.93,0.44,28.53,46.57,11.35
2009,32898,0.41,0.32,0.59,77.4,88.3,79.61
2024,22873,0.45,0.92,0.06,87.93,79.85,93.11
2002,48628,0.22,0.28,0.0,89.52,81.73,81.29
2017,115473,0.79,0.6,0.49,59.42,61.47,51.51
2018,81276,0.25,0.88,0.78,60.36,75.5,44.83
2002,145158,0.56,0.36,0.69,38.73,52.6,16.62
2001,183645,0.77,0.94,0.55,31.88,38.65,15.07
2005,32822,0.23,0.78,0.03,76.59,92.99,94.64
2011,164552,0.38,0.36,0.92,48.3,53.17,19.31
2021,209378,0.46,0.95,0.74,25.56,41.59,5.0
2008,32613,0.98,0.05,0.23,89.46,81.59,89.77
2023,152002,0.25,0.57,0.01,45.11,54.96,38.53
2008,18365,0.96,0.92,0.61,76.01,91.73,85.5
2010,25365,0.84,0.78,0.89,87.48,85.31,73.96
2007,118358,0.31,0.54,0.73,60.76,71.55,40.72
2005,154864,0.8,0.61,0.92,45.06,57.91,20.65
2021,37272,0.61,0.87,0.98,81.22,75.5,68.1
2018,171095,0.35,0.6,0.04,48.74,49.74,31.14
2005,119217,0.08,0.19,0.81,64.3,72.48,33.58
2013,241228,0.06,0.83,0.12,11.66,45.27,5.0
2011,80435,0.65,0.49,0.78,72.13,62.93,48.56
2024,242522,0.82,0.01,0.7,25.47,23.71,5.0
2022,238592,0.05,0.69,0.6,27.58,42.27,5.0
2001,86282,0.82,0.35,0.94,78.55,60.0,48.45
2019,47902,0.57,0.53,0.62,79.47,76.52,64.46
2009,176432,0.7,0.6,0.78,39.92,50.5,26.97
2007,106355,0.32,0.62,0.17,59.39,64.08,52.08
2013,54098,0.02,0.11,0.92,76.51,87.69,55.23
2005,7744,0.04,0.79,0.9,87.29,87.91,78.43
2000,34922,0.31,0.88,0.33,82.86,88.6,82.96
2004,227863,0.47,0.36,0.07,29.09,37.33,12.82
2022,157216,0.15,0.02,0.21,53.47,62.43,32.17
2015,5746,0.97,0.37,0.95,94.72,89.01,77.17
2006,212273,0.18,0.83,0.07,9.02,48.38,12.22
2020,171742,0.59,0.44,0.23,44.11,46.28,23.54
2014,115716,0.8,0.56,0.18,68.59,57.2,50.51
2006,134018,0.71,0.77,0.73,53.84,48.34,31.35
2005,50841,0.22,0.28,0.26,78.62,85.44,70.04
2013,241021,0.82,0.86,0.2,13.6,34.68,5.0
2018,70273,0.67,0.18,0.58,78.74,70.62,68.49
2008,142835,0.06,0.67,0.81,48.44,59.31,31.53
2018,129206,0.34,0.4,0.53,48.16,65.57,34.02
2024,158333,0.99,0.19,0.16,54.58,46.61,42.71
2021,164591,0.17,0.16,0.48,51.05,52.17,27.98
2006,60641,0.95,0.35,0.08,73.94,76.02,70.3
2015,20717,0.59,0.66,0.49,78.83,82.02,71.34
2005,163348,0.92,0.06,0.72,53.69,40.8,17.92
2008,7130,0.29,0.8,0.67,91.67,91.01,87.5
2010,10503,0.6,0.43,0.61,95.71,84.66,88.73
2021,53367,0.56,0.41,0.2,74.99,83.29,75.06
2000,71237,0.22,0.48,0.12,72.31,73.41,73.1
2011,17966,0.02,0.04,0.63,91.54,91.29,79.58
2012,36857,0.71,0.53,0.89,89.43,91.23,59.21
2017,229139,0.74,0.63,0.07,23.52,28.24,16.93
2015,18177,0.72,0.31,0.8,81.62,80.74,78.52
2005,120457,0.4,0.68,0.89,55.17,73.51,36.6
2001,78125,0.46,0.23,0.8,73.16,70.94,47.95
2023,162662,0.51,0.57,0.79,39.38,49.15,22.77
2010,216690,0.21,0.04,0.97,40.36,37.7,5.0
2012,115501,0.18,0.1,0.48,70.98,69.24,50.04
2014,152111,0.97,0.65,0.81,43.37,45.44,23.77
2010,70192,0.51,0.57,0.82,68.54,73.47,44.75
2008,69386,0.89,0.42,0.54,75.36,71.81,59.93
2000,93701,0.88,0.45,0.62,60.82,60.67,60.17
2022,204749,0.71,0.29,0.71,44.79,37.93,12.07
2013,25165,0.4,0.94,0.96,79.94,91.13,69.05
2003,18426,0.62,0.09,0.71,84.4,91.45,83.89
2006,98807,0.95,0.55,0.07,67.56,67.53,52.04
2020,56584,0.73,0.71,0.93,73.4,77.36,55.9
2021,10314,0.69,0.34,0.96,92.17,89.42,72.16
2011,109677,0.96,0.61,0.06,58.27,51.22,57.49
2018,132197,0.05,0.18,0.26,64.52,64.75,41.35
2000,196639,0.44,0.21,0.43,37.07,39.72,7.68
2006,107052,0.59,0.42,0.7,65.05,63.15,49.67
2005,239336,0.06,0.58,0.7,16.58,49.4,5.0
2017,146459,0.22,0.26,0.64,48.05,57.69,31.89
2006,99324,0.8,0.79,0.71,66.24,53.43,48.16
2020,136915,0.92,0.01,0.92,58.7,50.46,25.9
2020,188945,0.32,0.94,0.82,41.44,44.77,6.38
2013,131169,0.09,0.29,0.81,70.4,71.88,39.3
2017,63682,0.36,0.25,0.6,74.43,75.39,64.63
2004,68413,0.77,0.29,0.79,72.06,71.75,60.03
2003,114205,0.82,0.57,0.87,57.45,54.59,29.41
2022,200999,0.0,0.36,0.19,37.04,43.34,14.17
2014,242046,0.92,0.69,0.23,20.71,23.26,5.0
2017,77001,0.94,0.95,0.64,62.38,66.79,53.69
2024,47450,0.8,0.65,0.46,75.82,81.03,71.74
2006,104308,0.36,0.54,0.86,63.92,71.58,38.06
2013,160412,0.02,0.11,0.89,53.86,53.47,8.44
2024,15553,0.12,0.96,0.73,80.1,93.98,78.38
2022,139617,0.69,0.75,0.8,50.44,58.67,32.96
2002,104280,0.4,0.96,0.27,52.74,64.68,57.1
2003,206964,0.65,0.49,0.62,29.49,35.23,8.04
2002,119085,0.61,0.63,0.42,45.35,70.53,45.94
2004,50862,0.46,0.3,0.13,90.39,70.9,74.22
2002,45694,0.53,0.52,0.86,73.72,91.87,64.16
2001,25366,0.31,0.3,0.67,90.67,85.81,76.71
2019,102914,0.04,0.51,0.56,51.08,76.53,49.24
2023,64498,0.85,0.21,0.69,81.79,77.04,59.56
2003,166916,0.84,0.29,0.42,51.01,42.28,30.44
2015,115793,0.59,0.71,0.24,46.17,71.58,45.14
2002,227501,0.35,0.98,0.91,14.04,33.21,5.0
2024,114316,0.41,0.99,0.83,54.55,68.83,39.9
2014,177729,0.13,0.35,0.9,47.13,48.11,16.92
2019,130170,0.23,0.39,0.59,58.71,64.32,33.14
2008,84722,0.38,0.84,0.44,56.9,76.69,54.84
2000,77588,0.85,0.03,0.92,78.61,63.18,52.48
2022,61281,0.71,0.14,0.7,81.6,80.69,62.56
2005,178445,0.54,0.11,0.45,36.95,50.37,10.47
2010,26592,0.87,0.93,0.83,76.5,71.31,75.81
2015,161007,0.82,0.36,0.81,51.23,52.58,10.36
2006,185560,0.09,0.42,0.38,36.18,50.95,16.26
2019,76814,0.48,0.61,0.57,66.07,76.02,59.94
2009,120598,0.31,0.84,0.77,51.83,62.03,31.25
2015,76210,0.68,0.0,0.04,77.94,67.28,73.09
2018,80362,0.91,0.12,0.41,78.17,61.0,58.24
2012,192520,0.81,0.5,0.05,30.02,42.65,28.3
2000,177088,0.79,0.18,0.47,50.81,42.46,18.05
2016,217507,0.51,0.76,0.59,25.7,35.21,5.0
2022,67325,0.4,0.25,0.89,78.38,73.16,60.25
2003,48752,0.43,0.94,0.17,71.48,81.42,78.24
2003,17467,0.63,0.82,0.85,79.81,83.22,79.84
2022,25180,0.03,0.51,0.15,77.16,95.84,83.05
2013,143999,0.42,0.71,0.53,47.45,58.64,38.46
2021,2278,0.77,0.48,0.47,90.94,90.28,90.48
2015,113567,0.08,0.73,0.96,50.95,78.42,33.5
2006,127454,0.15,0.21,0.91,58.82,68.76,36.99
2007,201381,0.56,0.69,0.67,33.76,44.95,5.0
2000,136656,0.03,0.74,0.8,55.86,72.07,31.17
2023,154481,0.76,0.62,0.62,39.76,51.24,30.89
2024,37074,0.61,0.11,0.4,88.51,83.9,82.46
2018,145767,0.65,0.76,0.85,46.9,56.84,20.32
2007,189351,0.9,0.04,0.66,36.39,34.3,13.3
2006,119491,0.06,0.27,0.94,57.65,74.27,46.92
2022,193211,0.38,0.2,0.61,41.82,42.14,5.0
2023,160026,0.26,0.24,0.54,46.33,57.65,19.76
2014,230651,0.45,0.18,0.19,34.79,26.9,5.0
2010,53524,0.95,0.36,0.41,81.3,65.5,62.36
2003,34811,0.85,0.92,0.77,73.65,76.82,67.97
2006,238127,0.43,0.27,0.65,40.48,29.85,5.0
2016,31316,0.24,0.81,0.36,76.55,79.54,67.38
2013,51160,0.59,0.16,0.22,78.01,81.69,75.81
2010,36206,0.16,0.94,0.64,78.26,86.19,74.24
2009,140102,0.17,0.32,0.08,48.34,68.41,42.92
2014,52063,0.9,0.18,0.31,85.03,71.09,79.96
2018,177208,0.67,0.51,0.62,42.4,49.87,13.97
2017,112204,0.29,0.28,0.78,65.37,67.33,41.84
2003,41514,0.49,0.33,0.68,86.97,79.28,70.21
2013,106258,0.27,0.72,0.64,61.16,68.17,32.6
2010,231054,0.69,0.85,0.82,30.17,28.24,5.0
2020,172061,0.23,0.51,0.51,36.95,48.34,18.96
2017,234652,0.47,0.45,0.41,30.46,31.56,5.0
2006,242372,0.61,0.65,0.8,26.19,20.69,5.0
2005,47681,0.69,0.63,0.9,76.42,79.0,69.15
2020,54358,0.78,0.24,0.9,73.32,70.69,70.64
2021,4132,0.15,0.27,0.53,98.81,97.9,74.4
2005,191376,0.11,0.43,0.31,45.67,47.5,27.72
2002,86070,0.11,0.33,0.99,81.01,74.03,52.02
2005,172222,0.31,0.39,0.9,49.66,55.73,10.89
2024,164806,0.83,0.19,0.78,51.1,47.44,9.76
2002,47694,0.7,0.39,0.28,82.17,78.55,69.43
2000,111035,0.68,0.13,0.4,66.49,65.28,55.35
2006,114354,0.83,0.11,0.87,60.19,58.57,33.57
2016,63642,0.74,0.53,0.83,74.48,77.65,59.55
2018,73600,0.49,0.33,0.61,70.98,82.64,62.46
2024,53022,0.73,0.18,0.69,90.01,70.95,67.99
2022,108740,0.09,0.6,0.4,72.29,72.77,54.1
2000,218616,0.61,0.01,0.82,34.21,32.82,5.0
2009,201604,0.75,0.75,0.97,33.67,42.95,5.0
2007,98457,0.3,0.08,0.29,74.66,74.51,52.76
2003,111968,0.81,0.65,0.46,61.26,58.9,47.1
2024,22862,0.44,0.8,0.81,85.77,89.8,74.27
2010,57170,0.65,0.85,0.28,71.78,77.96,67.58
2017,61491,0.75,0.05,0.99,94.28,69.23,59.28
2020,129952,0.74,0.04,0.08,68.1,60.74,40.87
2010,105744,0.19,0.85,0.6,63.94,72.24,53.3
2012,88574,0.89,0.13,0.24,78.1,58.98,62.16
2014,181580,0.45,0.14,0.94,43.26,42.62,5.17
2001,108879,0.67,0.23,0.58,65.21,53.88,35.93
2004,185395,0.28,0.83,0.18,31.73,48.0,23.81
2008,54319,0.75,0.93,0.6,71.45,72.7,59.66
2012,96682,0.23,0.29,0.98,72.56,65.84,36.81
2017,245888,0.92,0.67,0.95,18.61,33.87,5.0
2008,177220,0.59,0.07,0.52,46.36,46.54,24.81
2018,52477,0.8,0.67,0.2,71.57,66.05,66.07
2005,138275,0.68,0.69,0.99,48.14,54.91,14.86
2017,80370,0.64,0.85,0.83,66.33,68.77,52.66
2016,92063,0.31,0.37,0.31,67.24,69.36,66.62
2020,224745,0.01,0.93,0.67,18.11,44.95,5.0
2012,128136,0.42,0.82,0.14,50.5,59.7,57.31
2000,241039,0.28,0.6,0.19,18.69,34.85,5.0
2019,231427,0.06,0.27,0.02,25.18,44.83,9.6
2019,192533,0.42,0.84,0.99,22.83,46.42,5.0
2004,13911,0.17,0.7,0.18,79.3,100.0,82.56
2007,6722,0.05,0.58,0.61,92.69,94.32,84.71
2010,118708,0.87,0.76,0.25,51.3,54.8,50.45
2017,223161,0.26,0.74,0.72,25.05,36.31,5.0
2016,106238,0.13,0.67,0.22,60.46,64.97,54.68
2013,32229,0.79,0.86,0.96,75.62,77.03,68.75
2021,112711,0.03,0.48,0.92,62.75,69.98,29.41
2008,85966,0.83,0.62,0.4,72.75,60.8,60.21
2014,20545,0.62,0.97,0.41,81.5,84.43,92.45
2003,148286,0.49,0.14,0.14,55.3,50.68,39.14
2020,236367,0.71,1.0,0.22,19.65,25.19,5.0
2010,48321,0.6,0.62,0.51,76.14,80.2,67.92
2023,231542,0.72,0.98,0.33,17.14,38.76,5.0
2006,229445,0.73,0.59,0.18,22.58,26.63,5.0
2007,178860,0.25,0.39,0.77,48.45,50.89,11.23
2010,80295,0.19,0.85,0.19,67.27,74.98,65.31
2011,117065,0.45,0.92,0.94,52.97,68.86,33.16
2019,35887,0.6,0.5,0.61,89.21,79.86,70.66
2008,91091,0.62,0.9,0.86,58.46,64.16,45.1
2004,46737,0.53,0.14,0.27,81.97,84.87,82.23
2007,204299,0.65,0.67,0.55,31.18,46.63,5.0
2008,19292,0.92,0.89,0.53,88.39,73.21,75.07
2008,242884,0.09,0.73,0.94,14.41,41.57,5.0
2017,121188,0.14,0.99,0.15,51.6,70.31,45.44
2019,215519,0.47,0.62,0.07,14.56,36.29,8.98
2003,117632,0.96,0.15,0.32,73.52,55.86,54.34
2000,155949,0.99,0.73,0.56,57.55,46.35,28.41
2013,154101,0.85,0.21,0.57,56.04,46.71,25.32
2013,33305,0.13,0.81,0.41,79.1,81.75,85.63
2000,52907,0.38,0.23,0.3,75.75,78.27,74.21
2015,184803,0.23,0.36,0.3,38.88,49.75,27.1
2005,49127,0.59,0.92,0.28,82.53,81.19,77.85
2006,92272,0.77,0.95,0.96,58.17,55.51,55.98
2013,91841,0.95,0.69,0.13,58.88,65.33,59.63
2019,82345,0.98,0.68,0.48,71.58,64.85,57.34
2018,195204,0.73,0.49,0.62,41.48,33.05,8.02
2002,242451,0.33,0.51,0.88,21.69,45.43,5.0
2004,105931,0.83,0.72,0.27,65.78,64.46,60.16
2000,196715,0.91,0.21,0.45,32.7,39.16,18.83
2006,147559,0.94,0.55,0.15,50.2,54.24,40.21
2002,144176,0.9,0.8,0.29,44.81,44.78,35.17
2019,184278,0.5,0.77,0.45,38.96,53.59,21.43
2007,206196,0.07,0.18,0.28,30.45,52.98,15.74
2010,45081,0.1,0.92,0.77,73.45,92.55,67.46
2009,38624,0.38,0.91,0.14,79.27,80.87,79.19
2016,132895,0.2,0.99,0.73,34.25,58.91,27.49
2012,16883,0.3,0.87,0.06,84.77,98.27,96.19
2014,115796,0.63,0.77,0.81,56.03,59.09,32.33
2018,79686,0.56,0.37,0.94,73.21,70.27,45.19
2021,208794,0.03,0.17,0.81,35.52,43.72,6.6
2004,85017,0.51,0.65,0.23,67.21,68.58,65.24
2014,166632,0.49,0.21,0.03,46.62,47.94,30.0
2021,124338,0.8,0.86,0.85,55.59,56.15,49.2
2017,227202,0.76,0.41,0.16,27.7,30.47,5.0
2007,181695,0.07,0.83,0.67,22.55,56.54,8.21
2016,135459,0.16,0.76,0.78,48.35,60.85,28.4
2008,188232,0.67,0.34,0.25,40.8,36.73,17.71
2009,112811,0.53,0.81,0.45,50.0,64.08,48.01
2008,139582,0.26,0.01,0.87,55.3,63.14,24.49
2000,72907,0.1,0.19,0.99,77.88,80.82,50.2
2022,127744,0.41,0.78,0.68,59.0,53.56,32.7
2008,67266,0.09,0.26,0.77,74.35,86.89,59.2
2014,173321,0.83,0.82,0.28,44.38,45.03,26.04
2006,82795,0.62,0.33,0.35,74.96,73.04,54.48
2006,109711,0.98,0.39,0.45,64.75,58.73,40.63
2007,132432,0.27,0.7,0.9,54.6,71.14,34.46
2014,188454,0.47,0.78,0.24,48.33,43.0,24.19
2014,83603,0.57,0.1,0.78,73.74,74.67,51.19
2019,140320,0.02,0.04,0.16,56.3,62.34,51.64
2012,99798,0.64,0.06,0.41,73.91,67.77,50.49
2022,65540,0.24,0.92,0.01,74.51,76.55,77.06
2016,216961,0.71,0.45,0.58,29.48,34.88,5.0
2001,196408,0.92,0.48,0.18,31.57,38.03,18.4
2004,120686,0.3,0.92,0.66,52.02,63.4,42.93
2001,179060,0.05,0.82,0.64,39.11,49.74,20.55
2015,22233,0.65,0.49,1.0,83.89,73.37,62.61
2019,30167,0.33,0.2,0.68,78.98,90.63,63.21
2022,181461,0.5,0.9,0.81,33.55,43.56,16.43
2008,10333,0.51,0.47,0.93,86.22,96.56,73.18
2022,184332,0.44,0.33,0.2,40.35,51.9,24.71
2007,42205,0.85,0.71,0.68,77.46,70.93,64.79
2009,169594,0.72,0.45,0.94,47.01,45.93,9.25
2015,113659,0.71,0.13,0.8,65.47,70.36,34.11
2024,204897,0.93,0.6,0.98,28.72,39.6,5.0
2006,226130,0.28,0.09,0.2,34.82,46.52,7.71
2008,188212,0.35,0.64,0.8,35.9,44.56,17.87
2007,65652,0.16,0.87,0.11,72.52,77.71,69.75
2001,120133,0.62,0.67,0.72,49.9,63.37,37.91
2010,92170,0.8,0.07,0.32,72.45,66.79,51.5
2021,4046,0.7,0.92,0.55,77.04,81.98,88.66
2018,74727,0.95,0.55,0.85,75.03,72.16,53.18
2005,73563,0.72,0.03,0.86,81.21,76.02,53.43
2022,171891,0.09,0.18,0.07,50.91,56.73,35.21
2000,214854,0.49,0.72,0.13,24.43,39.79,8.97
2019,112059,0.84,0.89,0.7,57.24,65.87,39.31
2008,93991,0.5,0.52,0.14,64.5,69.42,62.71
2021,204409,0.8,0.94,0.56,24.29,41.19,9.88
2001,46640,0.94,0.19,0.34,87.96,77.14,62.08
2014,74945,0.6,0.62,0.16,67.54,67.56,67.36
2001,90403,0.33,0.26,0.3,72.43,78.12,60.51
2008,211803,0.38,0.52,0.84,25.47,36.61,5.0
2003,60854,0.5,0.08,0.15,83.37,65.86,79.93
2011,41098,0.77,0.07,0.56,84.27,81.3,62.52
2004,158331,0.57,0.95,0.7,40.63,51.79,15.94
2019,76389,0.98,0.49,0.55,62.79,66.02,67.37
2017,163278,0.03,0.14,0.75,50.65,59.43,7.81
2001,221471,0.0,0.62,0.47,29.68,48.83,5.0
2024,25856,0.18,0.61,0.2,75.61,89.26,89.07
2021,30417,0.85,0.18,0.78,86.85,74.64,70.11
2003,113102,0.6,0.78,0.44,54.61,66.3,48.71
2015,7242,0.24,0.39,0.76,87.29,97.45,82.74
2019,97172,0.0,0.89,0.72,64.5,83.88,43.97
2005,144745,0.32,0.78,0.6,54.7,47.64,33.3
2009,217171,0.41,0.56,0.22,32.98,37.42,7.87
2015,116750,0.3,0.04,0.64,63.12,70.15,43.18
2007,87403,0.04,0.82,0.18,63.21,74.39,66.44
2022,92539,0.35,0.68,0.03,69.42,71.81,62.88
2007,213579,0.33,0.17,0.36,29.39,46.72,5.0
2009,188705,0.68,0.39,0.71,43.35,39.0,12.01
2020,176225,0.37,0.73,0.55,43.23,55.49,23.21
2012,15840,0.82,0.2,0.22,96.58,84.36,92.18
2013,80315,0.5,0.88,0.86,59.5,69.75,52.82
2010,205556,0.49,0.25,0.54,38.68,30.9,16.41
2019,239250,0.3,0.22,0.59,22.07,42.32,5.0
2006,99944,0.75,0.38,0.73,65.58,65.64,39.8
2008,86891,0.43,0.11,0.99,76.61,70.72,43.77
2003,215222,0.68,0.96,0.09,28.1,37.4,15.52
2011,199634,0.04,0.73,0.93,32.87,42.45,5.0
2002,67578,0.57,0.98,0.72,60.73,74.21,55.54
2018,15434,0.71,0.97,0.63,78.16,89.6,77.99
2020,238844,0.54,0.01,0.22,34.51,28.44,5.0
2022,202308,0.75,0.63,0.69,32.1,45.49,10.0
2022,108506,0.77,0.07,0.18,68.22,64.13,55.01
2022,150151,0.25,0.74,0.02,45.25,62.91,36.89
2000,39781,0.88,0.87,0.88,82.0,72.27,63.56
2016,237522,0.86,0.14,0.13,28.61,23.47,7.66
2006,13140,0.2,0.04,0.19,97.24,96.77,86.83
2006,44898,0.49,0.17,0.85,88.0,79.73,61.65
2018,92948,0.38,0.98,0.73,54.08,78.06,54.19
2014,27131,0.69,0.46,0.85,83.14,81.24,70.77
2003,45831,0.63,0.6,0.98,74.74,74.62,61.23
2000,124681,0.02,0.02,0.98,65.64,61.92,21.57
2007,118299,0.81,0.21,0.81,64.36,57.48,32.71
2019,141251,0.44,0.42,0.92,52.12,60.8,26.23
2018,207709,0.48,0.18,0.73,41.99,34.76,5.0
2007,35601,0.44,0.17,0.76,95.92,86.96,63.4
2009,14731,0.48,0.69,0.51,81.47,93.23,85.74
2010,134824,0.39,0.69,0.33,42.37,63.86,39.91
2021,97461,0.99,0.94,0.18,51.88,64.02,44.87
2001,10118,0.56,0.49,0.94,85.84,98.01,78.48
2005,117125,0.06,0.96,0.01,55.06,77.53,54.25
2014,181161,0.69,0.53,0.2,37.19,36.4,30.25
2013,103456,0.69,0.18,0.84,72.79,67.21,47.51
2017,138780,0.13,0.13,0.55,58.97,67.92,38.46
2004,182561,0.07,0.05,0.64,37.89,54.67,23.28
2023,143549,0.84,0.71,0.32,47.0,52.27,43.17
2019,200571,0.84,0.0,0.1,37.74,38.86,19.39
2007,232711,0.25,0.76,0.53,19.92,39.86,5.0
2019,82575,0.58,0.28,0.43,74.96,64.02,65.84
2022,227395,0.34,0.99,0.23,18.64,36.26,14.63
2013,1941,0.03,0.68,0.47,90.3,100.0,88.12
2000,61952,0.94,0.26,0.89,74.88,72.01,58.88
2024,160403,0.86,0.8,0.68,50.2,47.99,17.77
2008,64996,0.56,0.83,0.06,69.15,79.58,66.66
2014,113754,0.62,0.98,0.29,47.98,66.94,42.1
2012,106467,0.56,0.21,0.72,65.21,67.16,42.42
2005,51219,0.27,0.25,0.34,87.5,84.63,78.03
