year,mileage,temp_scale,habit_scale,idle_scale,bat_wellness,alt_wellness,sta_wellness
2003,129237,0.06,0.71,0.93,5.0,55.77,23.38
2016,81190,0.0,0.83,0.27,51.93,74.73,54.43
2006,217607,0.71,0.39,0.01,5.0,37.31,32.54
2009,178229,0.82,0.34,0.11,5.0,52.24,41.23
2013,6422,0.13,0.8,0.59,28.21,85.73,50.83
2014,216474,0.82,0.36,0.31,15.29,37.32,46.61
2024,160586,0.13,0.7,0.66,73.05,55.89,73.88
2020,57525,0.99,0.02,0.19,49.79,77.62,86.07
2015,82339,0.8,0.43,0.82,24.4,64.95,57.54
2009,203020,0.66,0.41,0.64,5.0,36.46,38.04
2014,70919,0.02,0.29,0.52,42.62,75.78,69.44
2005,113883,0.38,0.41,0.28,5.0,71.27,35.18
2022,83419,0.79,0.72,0.77,56.74,62.49,70.14
2008,130139,0.92,0.97,0.71,5.0,39.93,33.38
2012,27943,0.57,0.96,0.69,12.96,63.42,41.65
2003,69375,0.45,0.22,0.64,5.0,72.54,44.2
2019,115688,0.76,0.72,0.05,51.93,10.6,57.78
2014,54469,0.79,0.18,0.12,14.64,77.13,67.94
2014,138869,0.25,0.44,0.46,27.45,55.16,52.37
2023,198107,0.56,0.5,0.73,64.12,39.15,61.01
2011,122810,0.88,0.34,0.21,5.0,60.08,46.16
2006,19803,0.79,1.0,0.97,5.0,62.86,42.31
2003,138149,0.5,0.77,0.57,5.0,47.81,25.99
2018,82981,0.84,0.86,0.54,30.29,56.39,62.95
2013,186920,0.8,0.61,0.34,17.36,38.23,41.34
2004,42887,0.87,0.36,0.28,5.0,76.03,37.07
2021,83761,0.29,0.36,0.85,63.02,56.41,69.65
2015,30750,0.89,0.64,0.32,27.35,87.41,58.01
2014,24467,0.46,0.93,0.97,23.02,71.5,71.12
2019,68167,0.32,0.06,0.53,55.43,74.35,66.78
2018,107127,0.33,0.13,0.18,46.9,61.33,71.77
2020,42299,0.52,0.67,0.76,64.15,72.5,66.79
2011,90901,0.03,0.9,0.01,25.41,73.17,41.86
2021,211262,0.99,0.29,0.27,40.52,38.96,63.51
2010,21103,0.62,0.76,0.67,5.0,78.59,56.05
2023,248768,0.18,0.5,0.32,74.25,34.13,72.07
2018,186796,0.78,0.4,0.69,38.25,26.39,62.7
2002,28765,0.49,0.56,0.77,5.0,68.97,32.69
2018,95876,0.72,0.8,0.63,39.74,56.04,60.13
2004,62144,0.46,0.31,0.62,5.0,77.17,47.59
2014,135113,0.37,0.9,0.25,30.49,52.06,52.03
2018,171527,0.64,0.13,0.83,38.89,36.42,55.5
2010,186763,0.31,0.48,0.28,8.82,44.05,54.06
2004,179053,0.03,0.48,0.58,5.0,39.97,30.65
2018,108914,0.89,0.83,0.41,39.05,55.86,64.24
2016,91452,0.53,0.12,0.35,19.58,66.88,66.18
2002,243316,0.52,0.32,0.23,5.0,34.62,17.43
2012,115666,0.51,0.32,0.18,11.88,56.77,51.38
2020,218804,0.49,0.09,0.33,49.28,42.21,70.06
2009,222679,0.79,0.4,0.57,5.0,26.0,35.77
2018,17172,0.99,0.57,0.56,34.63,80.17,65.41
2014,28808,0.97,0.41,0.77,15.22,75.56,59.6
2002,162391,0.21,0.98,0.88,5.0,49.22,22.64
2014,112524,0.93,0.29,0.96,15.34,14.58,51.65
2001,243029,0.04,0.54,0.45,5.0,37.08,19.28
2010,100927,0.15,0.7,0.98,12.09,57.91,41.32
2014,1926,0.67,0.55,0.95,21.01,85.1,67.17
2011,4665,0.58,0.76,0.97,20.85,72.94,44.38
2010,157346,0.64,0.95,0.57,5.0,44.6,47.45
2002,231786,0.28,0.9,0.75,5.0,28.99,14.31
2002,113272,0.37,0.03,0.72,5.0,58.13,29.83
2003,76781,0.69,0.36,0.49,5.0,67.62,21.12
2006,234836,0.71,0.48,0.91,5.0,20.0,17.33
2010,184220,0.13,0.69,0.98,5.0,43.14,34.14
2018,144787,0.87,0.8,0.78,38.59,45.35,53.2
2015,7620,0.46,0.37,0.88,30.77,79.01,65.02
2007,238694,0.81,0.12,0.35,5.0,23.19,29.08
2007,181839,0.15,0.84,0.06,5.0,43.5,32.64
2017,71393,0.28,0.65,0.87,40.63,67.56,64.09
2005,70286,0.58,0.62,0.26,5.0,58.74,47.1
2015,20276,0.61,0.77,0.96,36.85,76.18,62.43
2019,157199,0.56,0.52,0.75,57.55,43.33,67.89
2012,177143,0.96,0.11,0.04,10.71,42.36,51.37
2008,236935,0.76,0.86,0.63,5.0,29.32,33.01
2011,118251,0.36,0.73,0.71,13.45,56.84,38.3
2002,190928,0.34,0.39,0.48,5.0,38.55,33.48
2006,132699,0.96,0.88,1.0,5.0,47.1,32.45
2010,49122,0.93,0.48,0.3,5.0,72.37,54.82
2003,238140,0.59,0.26,0.97,5.0,14.29,19.66
2009,240625,0.28,0.1,0.7,5.0,27.26,41.63
2013,110628,0.36,0.04,0.63,27.67,56.81,58.08
2008,112624,0.13,0.35,0.56,5.0,60.89,44.11
2000,218232,0.13,0.75,0.21,5.0,40.44,18.93
2018,207814,0.78,0.11,0.95,39.98,25.99,68.3
2019,153706,0.46,0.18,0.33,51.45,58.67,69.19
2017,103690,0.95,0.62,0.96,40.47,39.78,61.94
2003,171720,0.96,0.34,0.47,5.0,49.48,15.84
2014,78608,0.77,0.32,0.56,21.19,61.3,60.92
2010,88042,0.87,0.29,0.54,5.0,64.02,44.27
2018,194901,0.43,0.37,0.38,46.89,43.66,61.04
2006,2034,0.07,0.73,0.01,5.0,100.0,37.7
2021,215156,0.63,0.88,0.73,57.15,31.47,52.91
2017,234510,0.78,0.5,0.04,32.19,20.09,49.89
2010,163812,0.68,0.93,0.16,5.57,52.77,28.29
2006,177617,0.45,0.6,0.6,5.0,43.47,23.3
2011,10771,0.5,0.85,0.07,18.56,91.28,45.51
2021,181752,0.9,0.62,0.57,54.77,40.47,68.98
2004,153640,0.02,0.52,0.48,5.0,51.0,21.3
2004,209533,0.97,0.4,0.64,5.0,33.62,22.09
2001,105366,0.8,0.53,0.71,5.0,54.34,17.11
2019,70195,0.06,0.82,0.45,59.12,69.64,61.69
2024,111049,0.39,0.4,0.57,73.02,61.42,84.18
2005,135350,0.57,0.04,0.3,5.0,60.29,45.27
2005,200161,0.19,0.13,0.79,5.0,32.71,31.54
2007,6989,0.34,0.75,0.68,5.0,90.73,45.86
2004,216726,0.13,0.4,0.54,5.0,30.08,17.01
2017,61344,0.45,0.95,0.38,38.05,75.31,59.95
2018,217402,0.39,0.54,0.47,39.78,37.68,60.23
2015,211694,0.74,0.21,0.29,18.39,31.96,57.78
2003,229577,0.69,0.23,0.65,5.0,29.8,27.14
2017,245191,0.89,0.94,0.05,26.24,25.62,53.77
2007,226752,0.65,0.61,0.8,5.0,32.54,31.46
2016,178911,0.75,0.16,0.24,34.29,42.04,58.53
2006,85489,0.69,0.02,0.67,5.0,62.59,43.15
2001,109415,0.95,0.47,0.31,5.0,55.9,22.76
2012,123343,0.01,0.19,0.87,23.71,53.11,43.85
2002,34681,0.64,0.83,0.64,5.0,81.22,23.58
2005,191976,0.59,0.42,0.88,5.0,36.89,34.83
2020,125145,0.99,0.26,1.0,40.35,39.15,70.2
2023,155681,0.83,0.47,0.78,64.07,42.29,72.16
2008,237720,0.3,0.87,0.54,5.0,21.75,21.51
2023,17144,0.99,0.62,0.77,68.87,62.91,85.9
2002,182879,0.01,0.6,0.12,5.0,51.95,13.01
2011,66686,0.43,0.59,0.81,7.99,70.73,53.07
2006,15957,0.04,0.46,0.11,5.0,97.75,46.21
2003,133904,0.84,0.88,0.49,5.0,40.65,16.98
2015,149504,0.7,0.19,0.42,21.67,39.03,53.95
2018,33190,0.95,0.14,0.24,36.59,82.98,73.13
2014,188826,0.63,0.33,0.93,19.61,27.09,50.93
2012,184010,0.97,0.93,0.76,5.0,35.51,41.53
2003,47006,0.15,0.79,0.41,5.0,71.31,36.18
2014,81288,0.84,0.93,0.52,18.18,63.96,53.96
2005,197154,0.63,0.7,0.01,5.0,45.22,21.35
2004,235782,0.89,0.78,0.33,5.0,18.59,22.2
2002,114805,0.41,0.52,0.18,5.0,58.53,26.88
2018,243654,0.66,0.09,0.93,35.6,17.16,60.48
2012,239456,0.73,0.84,0.84,5.0,24.85,39.94
2012,85172,0.48,0.27,0.34,11.08,67.23,57.41
2021,7475,0.0,0.94,0.93,76.26,74.25,74.05
2015,211250,0.47,0.88,0.28,31.33,34.91,57.44
2002,69869,0.91,0.76,0.11,5.0,70.95,27.04
2004,75235,0.43,0.6,0.31,5.0,73.44,35.78
2022,219349,0.4,0.93,0.52,69.97,35.7,63.25
2016,137996,0.98,0.88,0.75,24.51,36.41,51.07
2016,165940,0.18,0.69,0.38,49.64,50.48,46.57
2017,177508,0.5,0.18,0.9,41.76,34.44,58.51
2016,21331,0.78,0.31,0.57,42.64,73.36,74.0
2019,173072,0.52,0.41,0.88,50.38,33.85,72.98
2014,228347,0.25,0.53,0.24,26.97,33.03,44.49
2013,125860,0.21,0.54,0.92,23.02,54.13,49.51
2003,87266,0.46,0.98,0.42,5.0,75.19,24.35
2008,237009,0.3,0.7,0.96,5.0,13.56,34.05
2011,179899,0.67,0.06,0.56,5.0,38.45,53.67
2012,196270,0.52,0.21,0.81,11.85,31.56,51.32
2022,191555,0.26,0.83,0.28,70.87,45.19,57.81
2021,121654,0.54,0.15,0.28,56.78,63.73,77.01
2003,34604,0.87,0.46,0.65,5.0,80.3,37.55
2016,147654,0.2,0.13,0.26,51.18,58.65,63.96
2014,204000,0.3,0.96,0.5,16.87,40.91,44.68
2013,195586,0.22,0.04,0.68,25.4,26.7,48.32
2005,109588,0.07,0.26,0.2,5.0,64.0,34.36
2021,128799,0.08,0.58,0.3,62.9,54.2,66.49
2012,225255,0.8,0.35,0.73,6.71,18.99,43.79
2014,183967,0.46,0.1,0.53,22.59,43.86,50.91
2005,101387,0.35,0.14,0.82,5.0,59.15,39.5
2021,177062,0.13,0.82,0.88,70.12,39.32,67.35
2021,232673,0.03,0.68,0.34,65.83,45.02,56.79
2011,231246,0.86,0.3,0.19,5.0,16.62,40.74
2001,167834,1.0,0.37,0.19,5.0,39.54,18.64
2015,171480,0.86,0.74,0.08,18.05,50.0,47.85
2004,173500,0.83,0.04,0.95,5.0,32.99,35.46
2010,194592,0.18,0.24,0.87,7.11,33.77,52.54
2009,193774,0.45,0.71,0.72,11.96,34.55,45.47
2018,173839,0.63,0.7,0.4,38.35,40.73,56.76
2019,43874,0.42,0.86,0.09,55.12,82.53,62.47
2020,1415,0.44,0.14,0.23,59.78,86.6,82.91
2017,192870,0.58,0.14,0.57,30.97,46.2,55.11
2011,54185,0.9,0.25,0.31,6.72,75.1,66.85
2015,180128,0.84,0.72,0.88,27.78,32.46,45.22
2012,221894,0.84,0.48,0.77,5.0,18.08,47.12
2020,216773,0.07,0.14,0.48,59.03,34.9,76.45
2024,38848,0.34,0.28,0.43,84.63,82.87,87.02
2021,60725,0.54,0.09,0.18,52.05,73.55,80.63
2017,99601,0.2,0.15,0.95,48.55,64.61,65.44
2004,9538,0.27,0.31,0.85,5.0,83.61,44.85
2006,197023,0.33,0.68,0.47,5.0,40.15,27.8
2014,63901,0.59,0.66,0.29,16.74,65.32,52.64
2011,208025,0.14,0.56,0.64,18.04,41.4,44.76
2014,63992,0.8,0.19,0.24,28.46,70.06,59.62
2000,210117,0.71,0.1,0.07,5.0,33.59,12.73
2024,247309,0.31,0.26,0.93,76.85,23.95,69.36
2007,38380,0.62,0.22,0.46,5.0,80.94,51.95
2012,12709,0.34,0.51,0.24,20.69,81.07,56.95
2006,156367,0.51,0.58,0.12,5.0,54.33,33.77
2001,41169,0.86,0.59,0.29,5.0,82.08,32.84
2004,77835,0.5,0.15,0.24,5.0,72.69,55.33
2018,242604,0.13,0.52,0.02,43.04,35.28,55.03
2018,190392,0.46,0.96,0.64,31.9,47.02,50.98
2007,58105,0.2,0.11,0.74,5.0,69.08,49.63
2009,110917,0.5,0.08,0.43,5.0,55.68,60.35
2005,230397,0.05,0.62,0.35,5.0,31.33,18.64
2000,93036,0.47,0.29,0.64,5.0,57.72,20.57
2015,145269,0.11,0.1,0.18,34.17,61.94,63.51
2024,53333,0.77,0.37,0.46,68.05,80.0,86.14
2017,151246,0.98,0.25,0.63,32.65,41.77,61.7
2023,169243,0.46,0.39,0.04,65.37,55.27,80.46
2005,23614,0.37,0.78,0.62,5.0,83.42,38.71
2020,178488,0.42,0.23,0.2,57.89,51.58,65.76
2007,227824,0.27,0.89,0.61,5.0,9.36,25.97
2007,103802,0.68,0.71,0.13,5.0,71.03,33.61
2010,225227,0.29,0.86,0.62,7.74,31.7,27.93
2001,77491,0.06,0.25,0.71,5.0,64.61,27.92
2001,6663,1.0,0.91,0.28,5.0,84.32,22.55
2018,39294,0.11,0.36,0.23,57.55,77.73,66.33
2005,61601,0.94,0.93,0.52,5.0,72.01,31.98
2010,122254,0.56,0.07,0.47,8.39,65.34,46.19
2008,194416,0.17,0.3,0.54,5.0,43.59,40.32
2007,4784,0.55,0.9,0.72,5.0,68.69,30.51
2024,57507,0.36,0.06,0.79,79.94,78.7,97.5
2006,92543,0.71,0.9,0.75,5.0,8.37,27.75
2020,146275,0.64,0.16,0.15,43.77,18.02,74.41
2018,220760,0.64,0.22,0.48,37.62,31.27,65.07
2019,129611,0.03,0.01,0.4,63.39,66.85,78.91
2018,49827,0.07,0.5,0.32,58.77,87.6,66.4
2003,7215,0.19,0.04,0.02,5.0,95.26,37.98
2003,3285,0.08,0.01,0.77,5.0,85.35,40.92
2020,17391,0.44,0.78,0.13,68.32,93.92,66.46
2008,50661,0.48,0.68,0.99,5.0,65.39,45.12
2024,64210,0.7,0.27,0.72,81.9,52.59,75.2
2009,136847,0.23,0.03,0.51,5.0,59.57,54.98
2011,35618,0.88,0.8,0.78,5.09,64.67,50.55
2003,224341,0.77,0.89,0.13,5.0,37.16,11.07
2015,237976,0.26,0.32,0.82,23.89,26.09,51.56
2011,25169,0.73,0.31,0.11,14.55,95.38,54.86
2005,102668,0.41,0.97,0.09,5.0,76.63,22.47
2008,133719,0.17,0.55,0.76,7.78,54.66,29.04
2000,155105,0.17,0.54,0.27,5.0,54.78,13.63
2005,152891,0.77,0.12,0.12,5.0,49.79,36.23
2012,108261,0.52,0.68,0.31,11.37,58.72,44.12
2014,13130,0.26,0.89,0.03,35.03,98.6,57.73
2021,27273,0.31,0.15,0.32,70.33,86.87,89.56
2013,115088,0.31,0.83,0.45,24.86,59.89,56.85
2022,194655,0.46,0.11,0.58,58.98,32.36,66.18
2007,143385,0.19,0.77,0.82,5.0,48.65,30.44
2005,82913,0.99,0.18,0.75,5.0,56.35,40.78
2007,36269,0.3,0.93,0.73,5.0,73.42,44.02
2008,238514,0.17,0.48,0.43,5.0,44.95,33.57
2004,21912,0.65,0.61,0.72,5.0,76.92,36.91
2018,210513,0.3,0.11,0.91,46.07,30.7,58.4
2021,155779,0.57,0.6,0.88,64.33,37.15,56.27
2023,96524,0.35,0.91,0.56,68.04,65.5,72.85
2013,674,0.99,0.7,0.22,11.23,86.42,46.45
2018,4847,0.5,0.79,0.03,51.31,92.16,66.42
2014,194901,0.53,0.5,0.2,18.1,45.74,53.43
2006,79187,0.06,0.0,0.22,5.0,75.56,42.41
2010,31697,0.09,0.03,0.91,16.97,80.78,47.1
2006,192908,0.32,0.58,0.04,5.0,48.16,25.82
2013,130156,0.94,0.04,0.08,13.1,61.1,57.66
2017,91937,0.49,0.12,0.19,43.75,78.29,67.59
2003,194741,0.45,0.53,0.09,5.0,46.55,20.56
2021,57629,0.68,0.38,0.81,57.87,66.22,71.82
2006,39174,0.74,0.47,0.79,5.0,65.05,34.52
2021,24001,0.66,0.52,0.89,57.16,75.45,86.58
2015,104268,0.07,0.97,0.27,36.32,74.34,53.43
2002,211381,0.67,0.01,0.15,5.0,36.0,23.57
2007,69607,0.51,0.65,0.86,5.0,63.52,36.77
2023,3053,0.08,0.29,0.68,79.1,100.0,92.95
2003,91580,0.83,0.13,0.62,5.0,59.25,26.61
2014,5028,0.28,0.73,0.5,32.14,86.0,61.33
2017,195380,0.31,0.02,0.39,39.52,26.5,64.22
2011,119886,0.86,0.68,0.93,5.36,54.33,42.96
2022,26922,0.63,0.29,0.41,80.17,82.96,81.22
2012,221262,0.84,0.42,0.79,9.68,27.61,38.75
2005,42000,0.07,0.07,0.47,5.0,83.91,49.71
2008,95266,0.03,0.42,0.78,7.96,57.94,39.74
2005,21855,0.66,0.18,0.14,5.0,86.04,47.6
2015,110061,0.25,0.35,0.39,37.33,69.59,68.66
2019,108535,0.32,0.19,0.7,47.84,59.34,65.99
2020,221175,0.18,0.74,0.35,63.71,36.89,65.74
2013,132652,0.15,0.02,0.11,20.24,61.32,53.91
2019,234004,0.98,0.67,0.3,44.91,21.42,58.8
2022,70693,0.79,0.89,0.66,59.14,59.02,77.41
2010,3305,0.59,0.53,0.62,10.09,91.01,38.57
2009,175994,0.02,0.71,0.2,9.09,59.44,35.44
2001,59539,0.65,0.95,0.57,5.0,76.71,17.03
2001,9120,0.47,0.66,0.33,5.0,87.09,21.51
2013,122283,0.18,0.86,0.48,24.75,59.11,47.44
2000,113565,0.65,0.68,0.18,5.0,61.13,13.72
2006,9755,0.81,0.45,0.28,5.0,90.16,44.89
2002,194517,0.74,0.17,0.64,5.0,38.59,17.44
2009,124724,0.67,0.6,0.54,6.04,44.07,35.31
2007,28411,0.84,0.58,0.12,5.0,80.4,46.02
2002,86077,0.93,0.85,0.79,5.0,65.78,22.47
2005,144001,0.48,0.65,0.89,5.0,46.82,17.65
2010,57673,0.65,0.87,0.07,5.0,88.97,41.82
2019,79365,0.36,0.96,0.15,56.16,73.32,59.04
2018,168851,0.65,0.65,0.38,47.81,49.13,58.1
2002,233547,0.72,0.21,1.0,5.0,14.92,15.75
2015,8196,0.96,0.45,0.31,38.57,78.44,59.2
2003,158503,0.28,0.09,0.04,5.0,65.22,19.57
2000,51869,0.6,0.6,0.29,5.0,74.18,20.84
2015,82469,0.8,0.19,0.48,31.42,54.03,60.9
2020,1350,0.38,0.3,0.47,60.05,91.4,79.62
2020,240019,0.64,0.98,0.11,50.41,31.68,52.16
2007,50706,0.82,0.24,0.54,5.0,69.76,50.31
2009,15171,0.48,0.03,0.06,17.8,84.35,66.82
2022,223864,0.45,0.49,0.2,67.3,40.58,72.07
2002,179207,0.53,0.64,0.72,5.0,36.2,5.0
2009,192065,0.54,0.73,0.92,5.0,42.02,39.77
2019,13620,0.95,0.25,0.7,50.99,78.11,69.79
2008,84372,0.24,0.44,0.92,5.0,64.67,47.35
2015,129619,0.51,0.04,0.88,35.84,45.3,67.02
2021,48720,0.5,0.22,0.56,61.56,79.95,91.73
2007,164732,0.05,0.96,0.94,5.0,50.11,33.67
2001,181189,0.49,0.53,0.43,5.0,42.91,18.98
2018,197070,0.41,0.83,0.16,49.88,39.16,58.33
2004,9866,0.37,0.46,0.37,5.0,91.05,33.61
2004,162459,0.4,0.32,0.3,5.0,54.73,33.81
2008,80655,0.76,0.15,0.93,5.0,58.61,41.97
2006,225053,0.88,0.87,0.8,5.0,19.96,16.51
2023,22689,0.7,0.34,0.42,80.43,88.61,94.01
2013,175153,0.82,0.65,0.62,9.37,34.19,49.3
2011,148382,0.65,0.91,0.87,10.79,42.26,41.29
2007,225781,0.18,0.58,0.4,5.0,36.97,21.34
2007,9958,0.13,0.87,0.54,11.02,85.97,37.51
2011,239806,0.6,0.29,0.67,5.0,26.15,42.47
2018,63075,0.99,0.17,0.88,41.1,60.39,69.94
2002,61888,0.69,0.45,0.21,5.0,73.37,30.08
2005,74832,0.35,0.1,0.97,5.0,65.47,34.34
2020,113437,0.55,0.53,0.24,55.58,59.69,64.41
2006,47578,0.28,0.87,0.42,5.0,83.66,38.35
2002,10206,0.5,0.76,0.88,5.0,83.88,33.03
2004,246834,0.6,0.79,0.2,5.0,23.16,17.16
2014,140062,0.49,0.02,0.01,19.7,60.12,67.82
2023,107543,0.83,0.76,0.32,64.51,64.42,69.68
2010,121381,0.59,0.16,0.32,5.0,60.11,43.95
2016,72066,0.13,0.01,0.63,45.05,69.98,74.2
2010,238999,0.96,0.17,0.46,5.0,18.24,41.82
2013,193373,1.0,0.77,0.26,5.0,38.14,39.71
2012,230889,0.44,0.76,0.88,7.51,32.42,43.28
2021,207202,0.81,0.68,0.79,42.05,26.79,57.99
2022,177247,0.86,0.89,0.36,63.42,39.75,66.06
2012,220882,0.49,0.46,0.21,5.0,45.48,46.15
2002,38474,0.19,0.14,0.38,5.0,82.61,31.28
2015,136521,0.84,0.91,0.93,30.9,43.59,50.61
2024,245331,0.55,0.06,0.44,67.44,6.58,74.28
2007,10332,0.59,0.47,0.13,5.0,90.08,44.44
2001,46429,0.57,0.52,0.79,5.0,69.58,27.06
2003,219696,0.23,0.21,0.74,5.0,39.11,23.55
2015,40803,0.69,0.31,0.25,35.01,74.18,53.64
2007,96798,0.89,0.73,0.65,5.0,58.74,39.07
2006,237285,0.29,0.27,0.75,5.0,21.89,37.18
2015,90204,0.76,0.41,0.19,30.38,67.66,56.43
2007,196859,0.44,0.73,0.65,5.0,32.32,20.8
2008,169942,0.29,0.09,0.44,5.0,46.22,38.69
2007,73512,0.61,0.74,0.26,5.0,67.4,37.62
2013,40849,0.22,0.78,0.6,26.64,78.58,46.18
2015,211430,0.75,0.19,0.92,15.46,30.76,53.07
2021,71278,0.37,0.8,0.72,57.24,69.28,75.81
2008,74332,0.83,0.2,0.54,5.0,56.07,43.6
2004,35270,0.87,0.45,0.43,5.0,69.5,29.31
2005,72443,0.95,0.57,0.05,5.0,63.95,32.55
2016,10306,0.44,0.65,0.38,46.95,95.67,68.54
2003,18635,0.1,0.17,0.94,5.0,75.78,36.3
2014,187867,0.95,0.26,0.47,7.73,40.3,52.16
2022,210780,0.83,0.15,0.4,58.1,33.42,78.33
2024,43704,0.03,0.07,0.5,80.76,78.45,85.56
2015,235240,0.57,0.44,0.92,23.49,15.02,55.37
2016,205292,0.29,0.16,0.86,36.48,27.96,58.01
2009,109383,0.8,0.9,0.37,5.0,62.62,36.91
2018,54230,0.45,0.45,0.58,46.42,62.61,66.63
2024,93013,0.22,0.12,0.49,83.77,73.13,87.24
2002,235172,0.54,0.36,0.2,5.0,34.1,29.64
2019,116748,0.88,0.44,0.3,42.43,50.64,70.12
2000,126566,0.78,0.1,0.2,5.0,63.69,29.96
2017,245136,0.4,0.24,0.09,34.12,12.46,62.57
2019,119452,0.2,0.98,0.03,53.51,62.92,65.7
2019,148912,0.89,0.71,0.37,41.32,52.01,55.82
2004,134588,0.33,0.35,0.24,5.0,52.84,31.71
2016,231138,0.8,0.5,0.36,28.25,41.9,50.28
2008,198614,0.36,0.52,0.23,5.0,46.36,36.33
2013,62754,0.3,0.57,0.33,30.86,76.03,54.21
2002,139108,0.08,0.28,0.77,5.0,55.02,23.16
2024,214787,0.44,0.77,0.29,72.64,36.44,68.4
2023,169236,0.31,0.82,0.69,84.76,41.11,70.09
2014,88408,0.14,0.36,0.59,31.67,68.25,59.63
2012,140562,0.46,0.78,0.11,5.0,62.7,45.16
2006,56019,0.97,0.99,0.97,5.0,65.08,30.3
2005,161632,0.07,0.25,0.23,5.0,56.81,31.01
2022,142698,0.64,0.21,0.08,57.78,51.63,77.12
2020,171834,0.31,0.81,0.59,59.22,46.14,60.13
2014,226063,0.16,0.25,0.42,22.4,35.46,50.7
2003,91920,0.56,0.72,0.25,5.0,78.33,23.35
2024,137625,0.41,0.7,0.79,72.96,51.42,84.06
2000,247520,0.61,0.04,0.85,5.0,8.7,15.02
2011,87645,1.0,0.81,0.33,5.0,64.91,36.6
2005,54902,0.65,0.68,0.06,5.0,80.72,36.8
2006,73044,0.3,0.1,0.5,5.0,78.73,34.93
2022,164141,0.24,0.54,0.91,66.74,42.28,67.43
2014,2549,0.2,0.36,0.2,33.1,92.98,67.1
2002,23690,0.52,0.37,0.22,5.0,91.93,38.09
2019,190529,0.89,0.4,0.57,37.62,40.98,63.85
2012,136403,0.6,0.33,0.35,5.26,56.53,49.04
2006,75205,0.68,0.02,0.24,5.0,66.66,47.27
2010,163777,0.89,0.49,0.38,5.0,45.19,40.98
2021,233397,0.53,0.71,0.61,58.1,28.75,56.96
2009,189103,0.96,0.6,0.88,5.0,38.44,38.81
2020,12248,0.87,0.87,0.97,48.63,77.06,67.12
2000,78339,0.73,0.98,0.33,5.0,64.35,15.38
2001,51622,0.23,0.3,0.85,5.0,61.53,31.33
2005,18610,0.33,0.72,0.39,5.0,80.58,28.68
2020,107270,0.58,0.49,1.0,58.12,51.35,74.89
2016,194012,0.81,0.7,0.02,25.86,44.66,50.39
2009,184963,0.08,0.76,0.53,5.0,46.6,36.6
2022,45775,0.15,0.42,0.82,78.3,76.41,78.75
2020,150448,0.39,0.71,0.52,58.02,53.47,62.96
2020,151966,0.99,0.18,0.7,35.57,38.94,74.89
2014,93294,0.37,0.85,0.2,27.71,78.12,50.16
2024,241198,0.82,0.61,0.77,64.1,15.78,63.58
2002,233497,0.97,0.42,0.8,5.0,19.99,11.9
2013,71485,0.87,0.89,0.12,12.07,75.5,48.17
2019,165534,0.75,0.45,0.53,35.09,47.01,54.84
2005,81640,0.16,0.0,0.99,5.0,55.95,39.78
2023,32389,0.32,0.65,0.78,72.02,67.39,75.36
2017,220133,0.41,0.91,0.69,37.0,36.89,62.97
2019,49724,0.22,0.46,0.05,63.12,87.51,71.95
2020,3354,0.41,0.21,0.87,62.76,81.78,74.94
2014,78093,0.5,0.6,0.54,27.49,80.32,58.98
2000,140917,0.69,0.65,0.03,5.0,62.93,15.72
2008,53320,0.15,0.41,0.19,5.0,13.4,42.82
2004,18643,0.88,0.53,0.92,5.0,76.4,40.66
2002,132862,0.82,0.5,0.81,5.0,48.51,30.36
2001,184695,0.85,0.62,0.46,5.0,30.63,15.21
2012,39299,0.13,0.73,0.43,30.7,88.42,55.64
2018,136347,0.28,0.14,0.55,50.25,48.24,64.32
2021,195435,0.31,0.81,0.34,63.51,42.71,57.7
2020,214181,0.71,0.2,0.87,56.01,23.1,65.57
2018,193221,0.35,0.56,0.98,47.1,5.28,62.86
2002,226821,0.8,0.57,0.8,5.0,22.18,13.94
2018,120378,0.66,0.14,0.47,47.21,46.66,70.06
2009,232988,0.33,0.93,0.72,5.0,30.22,22.09
2007,30466,0.28,0.48,0.91,5.0,81.64,35.2
2016,231400,0.58,0.76,0.38,25.11,26.39,40.1
2023,20321,0.39,0.43,0.52,76.57,88.36,90.03
2021,186753,0.97,0.17,0.77,45.7,34.74,76.69
2011,206832,0.05,0.32,0.07,24.27,42.23,46.53
2023,155056,0.84,0.37,0.72,58.03,41.95,71.85
2017,41479,0.39,0.17,0.89,45.03,69.06,66.99
2006,246869,0.19,0.17,0.49,5.0,36.16,32.92
2019,3238,0.04,0.81,0.26,71.22,91.62,71.01
2009,80495,0.72,0.3,0.55,5.0,69.17,54.0
2013,175556,0.23,0.06,0.04,30.58,51.65,48.9
2001,4480,0.51,0.14,0.96,5.0,87.29,35.83
2000,150089,0.2,0.19,0.43,5.0,51.44,20.68
2021,55258,0.5,0.18,1.0,67.62,75.32,81.15
2023,19843,0.15,0.46,0.29,81.75,86.12,87.95
2013,111609,0.09,0.44,0.37,34.06,61.26,56.12
2020,83673,0.87,0.8,0.72,55.02,55.8,69.2
2012,140125,0.85,0.08,0.28,12.36,53.31,54.4
2014,192588,0.66,0.92,0.42,14.44,32.0,42.68
2002,19619,0.58,0.15,0.57,5.0,67.64,41.62
2007,137901,0.33,0.25,0.67,5.0,50.55,49.19
2022,13826,0.35,0.25,0.76,66.15,85.58,84.2
2003,7847,0.17,0.87,0.69,5.0,82.75,24.6
2018,210514,0.95,0.49,0.98,35.39,28.53,58.38
