slno,vehicle_type,brand,model,engine_type,make_year,region,mileage_range,mileage,oil_filter,engine_oil,washer_plug_drain,dust_and_pollen_filter,whell_alignment_and_balancing,air_clean_filter,fuel_filter,spark_plug,brake_fluid,brake_and_clutch_oil,transmission_fluid,brake_pads,clutch,coolant,cost,Maintenance_Type,volt_fluctuation,avg_temp,avg_rpm,avg_idle,alternator_wellness,battery_wellness,starter_motor_wellness,serpentine_belt_wellness,ignition_coils_wellness,cv_axle_wellness,wheel_bearings_wellness,fuel_pump_wellness,clutch_wellness,bushings_wellness,brake_pads_wellness,radiator_wellness,water_pump_wellness,spark_plugs_wellness,o2_sensor_wellness
234,car,honda,amaze,diesel,2016,mumbai,40000,40093,1,1,1,0,0,1,1,0,0,0,0,1,1,0,6250,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.21988636363636,75.70121212121212,75.70121212121212,63.551818181818184,71.96293706293706,73.96558441558442,77.21988636363636,77.21988636363636,66.86528925619835,63.551818181818184,27.103636363636376,81.7759090909091,69.62651515151515,54.439772727272725,69.62651515151515
235,car,honda,amaze,diesel,2016,mumbai,40000,41980,1,1,1,0,0,1,1,0,0,0,0,1,1,0,6000,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,76.14772727272727,74.55757575757576,74.55757575757576,61.83636363636364,70.64335664335664,72.74025974025975,76.14772727272727,76.14772727272727,65.30578512396694,61.83636363636364,23.67272727272728,80.91818181818182,68.19696969696969,52.29545454545455,68.19696969696969
236,car,honda,amaze,diesel,2016,mumbai,40000,40105,1,1,1,0,0,1,1,0,0,0,0,1,1,0,6100,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.21306818181817,75.69393939393939,75.69393939393939,63.5409090909091,71.95454545454545,73.95779220779221,77.21306818181817,77.21306818181817,66.85537190082644,63.5409090909091,27.081818181818196,81.77045454545456,69.61742424242424,54.42613636363636,69.61742424242424
237,car,honda,amaze,diesel,2016,mumbai,40000,43000,1,1,1,0,0,1,1,0,0,0,0,1,1,0,7300,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,75.56818181818181,73.93939393939394,73.93939393939394,60.909090909090914,69.93006993006993,72.07792207792207,75.56818181818181,75.56818181818181,64.46280991735537,60.909090909090914,21.818181818181827,80.45454545454545,67.42424242424244,51.13636363636363,67.42424242424244
238,car,honda,amaze,diesel,2016,mumbai,40000,38789,1,1,1,0,0,1,1,0,0,0,0,1,1,0,7250,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.96079545454545,76.49151515151516,76.49151515151516,64.73727272727274,72.87482517482518,74.81233766233765,77.96079545454545,77.96079545454545,67.94297520661156,64.73727272727274,29.474545454545463,82.36863636363636,70.61439393939393,55.9215909090909,70.61439393939393
239,car,honda,amaze,diesel,2016,mumbai,40000,44004,1,1,1,0,0,1,1,0,0,0,0,1,1,0,7100,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,74.99772727272726,73.33090909090909,73.33090909090909,59.99636363636365,69.22797202797203,71.42597402597403,74.99772727272726,74.99772727272726,63.63305785123967,59.99636363636365,19.992727272727283,79.99818181818182,66.66363636363637,49.99545454545454,66.66363636363637
240,car,honda,amaze,diesel,2016,mumbai,40000,43898,1,1,1,0,0,1,1,0,0,0,0,1,1,0,7450,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,75.05795454545454,73.39515151515151,73.39515151515151,60.092727272727274,69.3020979020979,71.4948051948052,75.05795454545454,75.05795454545454,63.72066115702479,60.092727272727274,20.18545454545455,80.04636363636364,66.74393939393939,50.115909090909085,66.74393939393939
241,car,honda,amaze,diesel,2016,mumbai,40000,41098,1,1,1,0,0,1,1,0,0,0,0,1,1,0,9500,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,76.64886363636364,75.09212121212121,75.09212121212121,62.63818181818181,71.26013986013986,73.31298701298701,76.64886363636364,76.64886363636364,66.03471074380165,62.63818181818181,25.27636363636364,81.3190909090909,68.86515151515151,53.29772727272728,68.86515151515151
242,car,honda,amaze,diesel,2016,mumbai,40000,42000,1,1,1,0,0,1,1,0,0,0,0,1,1,0,8500,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,76.13636363636364,74.54545454545455,74.54545454545455,61.81818181818181,70.62937062937063,72.72727272727273,76.13636363636364,76.13636363636364,65.28925619834712,61.81818181818181,23.636363636363644,80.9090909090909,68.18181818181819,52.27272727272727,68.18181818181819
243,car,honda,amaze,diesel,2016,mumbai,40000,39450,1,1,1,0,0,1,1,0,0,0,0,1,1,0,8250,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.58522727272728,76.0909090909091,76.0909090909091,64.13636363636364,72.41258741258741,74.38311688311688,77.58522727272728,77.58522727272728,67.39669421487604,64.13636363636364,28.272727272727284,82.06818181818181,70.11363636363637,55.17045454545455,70.11363636363637
244,car,honda,amaze,diesel,2016,mumbai,40000,40105,1,1,1,0,0,1,1,0,0,0,0,1,1,0,8300,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,77.21306818181817,75.69393939393939,75.69393939393939,63.5409090909091,71.95454545454545,73.95779220779221,77.21306818181817,77.21306818181817,66.85537190082644,63.5409090909091,27.081818181818196,81.77045454545456,69.61742424242424,54.42613636363636,69.61742424242424
245,car,honda,amaze,diesel,2016,mumbai,50000,50005,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6950,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.58806818181817,69.6939393939394,69.6939393939394,54.540909090909096,65.03146853146853,67.52922077922078,71.58806818181817,71.58806818181817,58.67355371900827,54.540909090909096,9.081818181818191,77.27045454545454,62.117424242424235,43.17613636363637,62.117424242424235
246,car,honda,amaze,diesel,2016,mumbai,50000,50100,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6950,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.5340909090909,69.63636363636363,69.63636363636363,54.45454545454547,64.96503496503496,67.46753246753246,71.5340909090909,71.5340909090909,58.59504132231406,54.45454545454547,8.909090909090922,77.22727272727273,62.04545454545455,43.06818181818181,62.04545454545455
247,car,honda,amaze,diesel,2016,mumbai,50000,51050,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7200,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,70.99431818181819,69.06060606060606,69.06060606060606,53.590909090909086,64.3006993006993,66.85064935064935,70.99431818181819,70.99431818181819,57.80991735537191,53.590909090909086,7.181818181818189,76.79545454545455,61.32575757575758,41.98863636363637,61.32575757575758
248,car,honda,amaze,diesel,2016,mumbai,50000,52000,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6900,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,70.45454545454545,68.48484848484848,68.48484848484848,52.727272727272734,63.63636363636363,66.23376623376623,70.45454545454545,70.45454545454545,57.024793388429764,52.727272727272734,5.4545454545454675,76.36363636363637,60.60606060606061,40.90909090909091,60.60606060606061
249,car,honda,amaze,diesel,2016,mumbai,50000,49850,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7000,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.67613636363637,69.78787878787878,69.78787878787878,54.68181818181819,65.13986013986013,67.62987012987013,71.67613636363637,71.67613636363637,58.80165289256198,54.68181818181819,9.363636363636374,77.3409090909091,62.234848484848484,43.35227272727272,62.234848484848484
250,car,honda,amaze,diesel,2016,mumbai,50000,52500,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7030,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,70.17045454545455,68.18181818181819,68.18181818181819,52.27272727272728,63.286713286713294,65.90909090909092,70.17045454545455,70.17045454545455,56.611570247933884,52.27272727272728,4.545454545454564,76.13636363636364,60.22727272727273,40.34090909090909,60.22727272727273
251,car,honda,amaze,diesel,2016,mumbai,50000,47500,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6930,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,73.01136363636364,71.21212121212122,71.21212121212122,56.81818181818182,66.78321678321679,69.15584415584415,73.01136363636364,73.01136363636364,60.74380165289257,56.81818181818182,13.636363636363647,78.40909090909092,64.01515151515152,46.02272727272727,64.01515151515152
252,car,honda,amaze,diesel,2016,mumbai,50000,51250,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6900,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,70.88068181818181,68.93939393939394,68.93939393939394,53.40909090909092,64.16083916083917,66.7207792207792,70.88068181818181,70.88068181818181,57.644628099173566,53.40909090909092,6.818181818181834,76.70454545454545,61.17424242424243,41.76136363636363,61.17424242424243
253,car,honda,amaze,diesel,2016,mumbai,50000,50090,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6750,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.53977272727272,69.64242424242424,69.64242424242424,54.46363636363637,64.97202797202797,67.47402597402598,71.53977272727272,71.53977272727272,58.60330578512397,54.46363636363637,8.92727272727274,77.23181818181818,62.05303030303031,43.07954545454545,62.05303030303031
254,car,honda,amaze,diesel,2016,mumbai,50000,52100,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6800,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,70.39772727272727,68.42424242424244,68.42424242424244,52.63636363636364,63.56643356643357,66.16883116883116,70.39772727272727,70.39772727272727,56.94214876033059,52.63636363636364,5.272727272727284,76.31818181818181,60.530303030303024,40.79545454545455,60.530303030303024
255,car,honda,amaze,diesel,2016,mumbai,50000,51023,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7150,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.00965909090908,69.0769696969697,69.0769696969697,53.615454545454554,64.31958041958042,66.86818181818181,71.00965909090908,71.00965909090908,57.83223140495868,53.615454545454554,7.230909090909099,76.80772727272728,61.34621212121212,42.01931818181818,61.34621212121212
256,car,honda,amaze,diesel,2016,mumbai,50000,53909,1,1,1,0,1,0,0,0,0,1,0,0,0,0,7100,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.36988636363637,67.32787878787877,67.32787878787877,50.991818181818196,62.3013986013986,64.99415584415584,69.36988636363637,69.36988636363637,55.44710743801653,50.991818181818196,1.9836363636363763,75.4959090909091,59.15984848484849,38.73977272727272,59.15984848484849
257,car,honda,amaze,diesel,2016,mumbai,50000,54098,1,1,1,0,1,0,0,0,0,1,0,0,0,0,6950,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,69.2625,67.21333333333334,67.21333333333334,50.82,62.16923076923078,64.87142857142857,69.2625,69.2625,55.2909090909091,50.82,1.6400000000000081,75.41,59.01666666666667,38.525,59.01666666666667
258,car,honda,amaze,diesel,2016,mumbai,50000,52345,1,1,1,0,1,0,0,0,0,1,0,0,0,0,8050,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,70.25852272727273,68.27575757575758,68.27575757575758,52.413636363636364,63.39510489510489,66.00974025974025,70.25852272727273,70.25852272727273,56.739669421487605,52.413636363636364,4.827272727272735,76.20681818181818,60.344696969696976,40.51704545454545,60.344696969696976
259,car,honda,amaze,diesel,2016,mumbai,50000,51098,1,1,1,0,1,0,0,0,0,1,0,0,0,0,8100,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,70.96704545454546,69.03151515151515,69.03151515151515,53.547272727272734,64.26713286713286,66.81948051948052,70.96704545454546,70.96704545454546,57.7702479338843,53.547272727272734,7.0945454545454645,76.77363636363637,61.289393939393946,41.934090909090905,61.289393939393946
260,car,honda,amaze,diesel,2016,mumbai,50000,52342,1,1,1,0,1,0,0,0,0,1,0,0,0,0,8200,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,70.26022727272728,68.27757575757576,68.27757575757576,52.41636363636364,63.3972027972028,66.01168831168832,70.26022727272728,70.26022727272728,56.74214876033059,52.41636363636364,4.832727272727288,76.20818181818181,60.3469696969697,40.52045454545454,60.3469696969697
261,car,honda,amaze,diesel,2016,mumbai,50000,51098,1,1,1,0,1,0,0,0,0,1,0,0,0,0,8000,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,70.96704545454546,69.03151515151515,69.03151515151515,53.547272727272734,64.26713286713286,66.81948051948052,70.96704545454546,70.96704545454546,57.7702479338843,53.547272727272734,7.0945454545454645,76.77363636363637,61.289393939393946,41.934090909090905,61.289393939393946
262,car,honda,amaze,diesel,2016,mumbai,50000,51231,1,1,1,0,1,0,0,0,0,1,0,0,0,0,9250,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,70.89147727272727,68.95090909090908,68.95090909090908,53.42636363636364,64.17412587412588,66.73311688311688,70.89147727272727,70.89147727272727,57.66033057851241,53.42636363636364,6.852727272727288,76.71318181818182,61.18863636363636,41.782954545454544,61.18863636363636
263,car,honda,amaze,diesel,2016,mumbai,50000,50987,1,1,1,0,1,0,0,0,0,1,0,0,0,0,8900,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.03011363636364,69.09878787878787,69.09878787878787,53.648181818181826,64.34475524475525,66.89155844155844,71.03011363636364,71.03011363636364,57.86198347107438,53.648181818181826,7.296363636363646,76.82409090909091,61.37348484848485,42.06022727272727,61.37348484848485
264,car,honda,amaze,diesel,2016,mumbai,50000,49878,1,1,1,0,0,0,0,0,0,1,0,0,0,0,9250,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.66022727272727,69.77090909090909,69.77090909090909,54.656363636363636,65.12027972027971,67.61168831168831,71.66022727272727,71.66022727272727,58.778512396694225,54.656363636363636,9.312727272727283,77.32818181818182,62.21363636363637,43.320454545454545,62.21363636363637
265,car,honda,amaze,diesel,2016,mumbai,50000,50100,1,1,1,0,0,0,0,0,0,1,0,0,0,0,9000,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,71.5340909090909,69.63636363636363,69.63636363636363,54.45454545454547,64.96503496503496,67.46753246753246,71.5340909090909,71.5340909090909,58.59504132231406,54.45454545454547,8.909090909090922,77.22727272727273,62.04545454545455,43.06818181818181,62.04545454545455
266,car,honda,amaze,diesel,2016,mumbai,60000,61580,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7400,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.01136363636364,62.67878787878788,62.67878787878788,44.01818181818182,56.93706293706293,60.012987012987004,65.01136363636364,65.01136363636364,49.10743801652894,44.01818181818182,0.0,72.00909090909092,53.348484848484844,30.022727272727266,53.348484848484844
267,car,honda,amaze,diesel,2016,mumbai,60000,60765,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7250,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.47443181818183,63.17272727272727,63.17272727272727,44.759090909090915,57.506993006993,60.54220779220779,65.47443181818183,65.47443181818183,49.78099173553719,44.759090909090915,0.0,72.37954545454545,53.96590909090909,30.948863636363633,53.96590909090909
268,car,honda,amaze,diesel,2016,mumbai,60000,60272,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7350,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.75454545454545,63.47151515151515,63.47151515151515,45.20727272727273,57.85174825174826,60.862337662337666,65.75454545454545,65.75454545454545,50.18842975206612,45.20727272727273,0.0,72.60363636363635,54.33939393939393,31.509090909090908,54.33939393939393
269,car,honda,amaze,diesel,2016,mumbai,60000,60347,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7300,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.71193181818182,63.42606060606061,63.42606060606061,45.13909090909092,57.7993006993007,60.81363636363637,65.71193181818182,65.71193181818182,50.12644628099174,45.13909090909092,0.0,72.56954545454546,54.282575757575756,31.423863636363635,54.282575757575756
270,car,honda,amaze,diesel,2016,mumbai,60000,60322,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7450,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.72613636363636,63.44121212121212,63.44121212121212,45.16181818181819,57.81678321678322,60.82987012987013,65.72613636363636,65.72613636363636,50.14710743801653,45.16181818181819,0.0,72.5809090909091,54.301515151515154,31.452272727272724,54.301515151515154
271,car,honda,amaze,diesel,2016,mumbai,60000,60347,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7600,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.71193181818182,63.42606060606061,63.42606060606061,45.13909090909092,57.7993006993007,60.81363636363637,65.71193181818182,65.71193181818182,50.12644628099174,45.13909090909092,0.0,72.56954545454546,54.282575757575756,31.423863636363635,54.282575757575756
272,car,honda,amaze,diesel,2016,mumbai,60000,60473,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7500,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.64034090909091,63.349696969696964,63.349696969696964,45.02454545454546,57.71118881118882,60.731818181818184,65.64034090909091,65.64034090909091,50.02231404958678,45.02454545454546,0.0,72.51227272727273,54.18712121212121,31.280681818181822,54.18712121212121
273,car,honda,amaze,diesel,2016,mumbai,60000,61009,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7290,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,65.33579545454545,63.024848484848484,63.024848484848484,44.537272727272736,57.33636363636363,60.38376623376623,65.33579545454545,65.33579545454545,49.57933884297522,44.537272727272736,0.0,72.26863636363636,53.781060606060606,30.671590909090906,53.781060606060606
274,car,honda,amaze,diesel,2016,mumbai,60000,59498,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7350,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,66.19431818181818,63.94060606060605,63.94060606060605,45.9109090909091,58.39300699300699,61.36493506493507,66.19431818181818,66.19431818181818,50.82809917355373,45.9109090909091,0.0,72.95545454545456,54.92575757575757,32.38863636363636,54.92575757575757
275,car,honda,amaze,diesel,2016,mumbai,60000,57976,1,1,1,0,0,1,1,0,1,0,1,0,0,0,7400,1,55.413514985681566,33.363510898043955,2237.431825451829,1.545976919349219,67.0590909090909,64.86303030303031,64.86303030303031,47.294545454545464,59.45734265734266,62.35324675324676,67.0590909090909,67.0590909090909,52.085950413223145,47.294545454545464,0.0,73.64727272727274,56.078787878787885,34.11818181818182,56.078787878787885
