year,mileage,temp_scale,idle_scale,habit_scale,coolant_wellness,ignition_wellness,fuel_wellness
2011,12363,0.86,0.95,0.47,31.08,82.67,79.32
2002,120154,0.31,0.96,0.56,6.06,52.51,71.38
2009,72873,0.36,0.22,0.46,20.7,64.85,83.46
2000,122503,0.76,0.9,0.65,5.0,53.67,68.86
2021,114835,0.88,0.44,0.26,52.84,67.22,62.5
2010,8174,0.93,0.49,0.06,36.89,95.02,89.35
2007,7426,0.96,0.39,0.47,34.11,95.16,81.66
2023,64669,0.44,0.01,0.8,72.74,62.16,80.31
2007,117679,0.74,0.87,0.97,16.47,40.62,66.14
2022,217822,0.64,0.64,0.88,28.44,24.85,48.97
2006,171710,0.19,0.42,0.87,7.91,29.88,63.63
2002,158082,0.42,0.33,0.36,5.0,48.14,56.51
2003,97938,0.21,0.7,0.74,5.04,56.37,77.12
2008,116526,0.89,0.74,0.12,5.0,63.47,70.87
2004,181028,0.78,0.61,0.73,5.0,38.31,60.82
2002,6480,0.94,0.43,0.11,15.18,94.52,89.53
2006,57385,0.86,0.87,0.97,15.48,72.17,75.94
2007,53764,0.99,0.11,0.81,12.89,71.58,80.66
2000,157440,0.98,0.8,0.1,5.0,40.59,60.42
2015,23606,0.85,0.14,0.61,51.52,94.82,86.22
2021,10939,0.54,0.34,0.1,70.68,94.96,92.72
2001,159543,0.59,0.78,0.24,5.0,47.24,66.19
2002,50150,0.06,0.96,0.03,16.26,82.16,85.63
2011,34329,0.83,0.49,0.81,34.35,72.08,82.41
2019,219657,0.15,0.79,0.24,32.47,24.98,53.92
2004,136131,0.36,0.55,0.7,11.95,56.82,72.98
2018,163975,0.87,0.62,0.85,23.13,40.33,61.3
2014,56501,0.78,0.4,0.82,39.51,63.54,80.53
2022,200388,0.09,0.51,0.36,53.53,24.45,59.17
2010,105046,0.68,0.82,0.97,20.86,58.83,75.76
2012,73851,0.42,0.83,0.31,42.12,72.92,73.95
2017,73509,0.25,0.29,0.15,56.73,66.8,83.1
2024,8472,0.17,0.35,0.97,87.22,89.36,97.76
2003,223858,0.63,0.53,0.14,5.0,23.73,51.02
2005,198987,0.7,0.66,0.55,5.0,31.97,55.21
2000,178170,0.52,0.76,0.35,5.0,39.14,54.99
2015,10685,0.87,0.31,0.22,51.6,99.54,84.69
2019,130386,0.89,0.29,0.29,35.75,48.73,61.65
2009,79035,0.87,0.52,0.99,17.47,54.2,75.75
2017,47756,0.08,0.04,0.14,63.28,81.55,86.95
2023,113576,0.7,0.81,0.7,56.67,52.98,70.33
2020,231655,0.07,0.67,0.74,43.76,11.74,44.7
2020,42782,0.57,0.41,0.29,68.22,85.32,81.02
2016,178300,0.22,0.5,0.05,37.66,40.0,61.96
2000,91383,0.23,0.1,0.01,11.93,72.98,76.78
2003,181315,0.12,0.79,0.04,7.02,44.11,61.12
2021,17572,0.83,0.76,0.58,63.76,85.98,80.31
2011,199889,0.38,0.27,0.69,14.36,33.63,59.05
2005,109240,0.1,0.67,0.27,21.67,51.95,73.84
2017,177164,0.86,0.99,0.65,21.05,26.99,54.74
2020,214326,0.22,0.65,0.4,37.92,22.9,50.16
2010,100637,0.97,0.65,0.6,16.26,58.93,71.89
2009,220103,0.43,0.58,0.28,9.38,16.17,59.33
2000,54062,0.92,0.89,0.3,5.0,79.59,89.51
2024,111451,0.94,0.85,0.72,54.45,50.27,74.73
2011,90987,0.93,0.05,0.04,30.67,75.18,70.63
2015,167934,1.0,0.56,0.95,7.89,36.27,61.89
2008,144557,0.65,0.51,0.63,5.0,51.04,75.88
2024,134507,0.39,0.04,0.9,57.32,44.77,70.58
2024,77905,0.81,0.99,0.02,53.07,75.3,74.72
2006,55677,0.0,0.54,0.8,38.91,68.34,77.36
2022,186321,0.34,0.23,0.44,47.91,35.74,63.4
2019,139170,0.7,0.76,0.49,37.72,42.23,72.4
2019,158585,0.54,0.74,0.12,33.82,43.39,66.37
2001,140714,0.49,0.51,0.47,5.0,37.15,71.28
2016,19563,0.19,0.45,0.39,71.18,90.83,97.16
2012,208045,0.68,0.8,0.35,16.22,22.65,52.85
2014,142890,0.97,0.03,0.23,27.16,53.58,58.51
2002,162186,0.62,0.19,0.16,5.0,46.4,63.71
2000,90834,0.96,0.24,0.69,5.0,55.9,69.94
2008,68469,0.67,0.27,0.85,29.98,69.82,84.2
2003,217953,0.78,0.21,0.4,5.0,24.48,62.09
2000,109014,0.54,0.86,0.17,5.0,72.14,77.31
2014,103650,0.1,0.02,0.57,49.82,59.39,78.68
2007,55570,0.97,0.76,0.9,12.03,69.59,84.18
2018,38788,0.67,0.31,0.44,57.8,76.62,88.11
2012,239263,0.9,0.21,0.39,10.01,15.45,47.91
2017,214091,0.69,0.0,0.17,35.73,36.21,53.32
2018,158755,0.28,0.81,0.52,39.07,45.85,61.99
2014,88700,0.62,0.19,0.78,34.13,59.78,81.95
2014,10982,0.61,0.47,0.02,52.85,99.33,97.65
2002,43470,0.74,0.65,0.49,6.34,79.23,78.08
2016,154249,0.27,0.39,0.38,40.65,39.18,68.4
2013,102465,0.78,0.97,0.65,26.05,57.09,80.81
2024,85525,0.96,0.61,0.59,58.9,67.63,79.04
2011,153853,0.1,0.18,0.01,35.09,54.7,72.8
2014,130156,0.57,0.82,0.1,33.95,49.71,70.05
2014,9823,0.75,0.09,0.99,57.09,77.28,85.59
2019,157676,0.9,0.64,0.24,26.28,53.37,70.53
2002,164899,0.5,0.37,0.5,5.0,36.68,61.83
2001,111112,0.23,0.44,0.53,5.0,62.12,83.11
2014,235982,0.48,0.37,0.48,22.65,16.37,43.72
2018,243041,0.08,0.23,0.98,30.46,17.42,51.99
2002,155879,0.27,0.54,0.91,5.0,29.72,59.79
2014,19029,0.15,0.21,0.32,61.57,92.02,94.37
2001,55997,0.84,0.13,0.51,10.7,72.36,79.02
2017,223164,0.19,0.62,0.28,32.19,23.35,51.48
2022,79417,0.55,0.34,0.02,55.32,76.89,76.7
2020,33501,0.82,0.76,0.12,54.52,92.34,77.98
2011,36549,0.49,0.01,0.78,41.05,90.39,81.56
2022,85859,0.71,0.17,0.45,57.52,66.56,66.48
2006,67230,0.94,0.65,0.08,21.0,74.85,72.43
2011,198532,0.9,0.61,0.06,18.51,34.89,46.94
2021,130286,0.98,0.04,0.87,40.37,47.12,56.27
2019,45573,0.42,0.86,0.23,64.54,77.01,89.25
2014,18576,0.71,0.75,0.26,47.5,97.43,89.62
2009,105009,0.27,0.69,0.6,16.66,67.43,77.46
2002,153518,0.69,0.5,0.71,5.0,34.71,63.0
2004,144740,0.67,0.88,0.21,5.0,49.43,59.47
2015,149010,0.63,0.15,0.97,20.8,36.84,60.7
2012,169774,0.02,0.85,0.91,25.83,36.28,65.42
2006,226147,0.95,0.12,0.75,5.0,16.05,48.93
2009,202887,0.73,0.04,0.67,10.46,24.73,58.6
2012,113690,0.9,0.05,0.21,26.39,51.42,74.62
2018,232536,0.44,0.11,0.79,36.29,17.26,51.94
2002,73844,0.93,0.45,0.13,10.12,78.1,77.86
2012,138144,0.96,0.4,0.91,20.11,45.79,55.86
2021,204273,0.09,0.68,0.83,50.26,22.47,54.98
2019,183912,0.1,0.19,0.63,56.72,39.96,59.38
2017,152326,0.97,0.07,0.8,29.69,41.28,65.86
2019,81015,0.69,0.73,0.53,52.32,62.89,80.78
2003,122753,0.14,0.15,0.67,25.35,44.46,79.05
2019,25618,0.87,0.86,0.32,60.74,84.76,77.82
2021,191048,0.44,0.59,0.42,33.42,36.9,46.94
2016,60446,0.5,0.56,0.85,50.63,69.09,84.05
2010,146103,0.49,0.29,0.48,22.81,45.37,61.36
2017,81167,0.88,0.89,0.44,28.21,66.1,69.46
2019,141689,0.68,0.88,0.23,36.04,57.16,67.76
2017,190324,0.44,0.0,0.11,32.24,37.18,58.94
2023,218726,0.76,0.38,0.83,31.52,11.37,45.14
2022,134558,0.46,0.31,0.88,64.54,53.82,74.63
2012,240176,0.82,0.77,0.06,5.0,14.6,47.49
2012,114129,0.8,0.3,0.71,22.27,43.72,70.5
2013,21834,0.56,0.12,0.07,57.79,86.68,88.49
2020,78665,0.19,0.57,0.1,61.72,62.85,78.83
2006,208148,0.3,0.63,0.7,12.16,22.16,54.24
2024,242494,0.8,0.02,0.28,36.62,20.52,42.69
2018,198633,0.75,0.76,0.69,29.24,23.02,53.15
2013,53270,0.63,0.14,0.5,50.53,69.85,82.15
2020,228388,0.33,0.71,0.36,30.77,20.91,49.59
2007,154496,0.84,0.61,0.35,5.0,41.11,64.67
2005,136948,0.13,0.65,0.6,7.61,48.77,71.17
2000,238406,0.76,0.76,0.54,5.0,13.59,42.98
2004,56495,0.39,0.15,0.13,26.32,81.4,96.19
2012,212912,0.45,0.5,0.54,16.94,23.63,46.72
2015,123108,0.8,0.27,0.64,40.88,45.88,69.93
2005,12873,0.23,0.93,0.3,35.33,97.81,100.0
2022,80721,0.33,0.53,0.09,70.86,76.7,89.12
2004,63314,0.7,0.52,0.38,12.08,69.27,82.63
2018,138345,0.64,0.26,1.0,42.1,44.07,69.09
2008,24483,0.4,0.77,0.45,46.36,85.76,79.55
2020,59346,0.46,0.52,0.24,56.61,82.12,85.13
2006,78630,0.01,0.73,0.03,18.13,75.36,87.89
2008,14075,0.42,0.88,0.82,39.52,89.19,100.0
2018,210753,0.37,0.87,0.52,32.13,31.46,52.97
2016,16147,0.28,0.45,0.12,53.37,94.4,91.5
2014,83441,0.09,0.44,0.36,55.36,68.11,85.04
2021,126296,0.08,0.97,0.49,62.45,43.92,71.11
2023,24604,0.7,0.22,0.04,68.09,86.09,92.05
2017,246531,0.49,0.35,0.49,23.38,7.54,46.83
2007,213997,0.14,0.58,0.58,15.01,16.55,59.78
2002,54873,0.14,0.22,0.2,24.93,76.08,84.5
2009,109914,0.31,0.69,0.49,23.88,55.84,64.21
2010,163486,0.84,0.95,0.48,5.0,45.13,58.54
2010,96779,0.07,0.72,0.32,34.67,58.0,81.71
2024,65442,0.44,0.88,0.72,69.85,69.27,86.17
2001,2992,0.0,0.52,0.65,39.9,99.2,100.0
2001,47033,0.06,0.31,0.53,21.96,74.16,89.17
2018,115868,0.86,0.06,0.24,41.16,59.56,75.06
2018,87540,0.88,0.17,0.27,51.65,69.44,74.34
2016,134131,0.09,0.34,0.11,46.3,50.18,77.89
2009,238335,0.15,0.24,0.89,6.44,5.0,43.9
2006,116692,0.44,0.45,0.3,17.59,48.08,77.05
2024,118478,0.62,0.61,0.51,65.53,56.87,68.11
2006,152303,0.95,0.37,0.23,5.0,40.41,59.49
2017,190577,0.73,0.74,0.34,33.37,28.52,51.14
2006,193531,0.31,0.8,0.33,5.0,34.65,50.13
2012,249740,0.51,0.78,0.36,5.0,15.32,45.56
2024,125345,0.79,0.21,0.79,51.44,47.8,73.74
2021,43165,0.5,0.69,0.07,73.3,82.48,92.21
2023,199808,0.53,0.3,0.91,40.1,22.67,56.09
2019,5508,0.32,0.13,0.83,70.23,92.06,97.99
2009,155385,0.37,0.3,0.03,12.69,48.84,73.8
2003,233282,0.75,0.88,0.2,5.0,26.3,41.88
2000,26859,0.68,0.14,0.71,13.85,91.21,90.03
2020,9014,0.54,0.35,0.63,78.53,79.53,100.0
2015,207474,0.86,0.65,0.63,9.95,16.34,52.94
2005,66866,0.55,0.57,0.51,21.01,73.45,78.51
2007,149731,0.73,0.81,0.7,6.62,34.65,66.88
2009,153531,0.64,0.2,0.75,13.25,39.8,65.59
2011,149848,0.37,0.92,0.41,23.81,51.31,65.85
2010,73811,0.32,0.32,0.72,36.68,58.27,86.68
2022,178075,0.61,0.33,0.41,46.66,43.98,52.17
2023,106807,0.22,0.08,0.02,67.41,59.62,79.65
2006,23152,0.99,0.12,0.66,21.56,87.39,85.33
2012,131535,0.91,0.18,0.88,25.01,52.82,56.47
2013,142673,0.64,0.44,0.46,20.29,50.02,66.65
2001,114392,0.97,0.06,0.45,5.0,66.16,72.44
2019,51861,0.0,0.18,0.33,70.97,76.68,90.68
2024,199416,0.09,0.97,0.99,51.88,24.81,50.63
2011,155229,0.78,0.9,0.23,5.0,45.07,67.03
2016,42382,0.39,0.22,0.1,57.68,84.52,88.27
2018,235264,0.64,0.71,0.81,20.29,10.47,41.87
2016,40669,0.03,0.54,0.62,56.66,75.32,88.14
2011,124356,0.82,0.07,0.62,17.44,51.81,65.2
2021,116947,0.96,0.12,0.84,40.44,51.38,61.94
2016,113016,0.76,0.16,0.31,30.77,54.13,64.39
2012,105129,0.19,0.58,0.7,40.27,63.62,70.59
2000,183118,0.2,0.04,0.39,5.0,38.39,56.23
2024,32160,0.88,0.21,0.81,66.42,75.88,81.1
2009,177288,0.97,0.23,0.28,5.0,38.47,51.35
2009,223161,0.41,0.26,0.53,7.5,22.91,45.7
2013,73157,0.21,0.27,0.35,50.09,72.56,85.09
2002,67638,0.51,0.88,0.81,13.27,66.7,81.67
2003,152889,0.06,0.63,0.92,5.0,41.95,63.77
2024,32186,0.91,0.32,0.01,72.22,91.33,83.0
2004,33775,0.62,0.1,0.79,21.71,79.2,87.46
2000,53180,0.39,0.25,0.21,20.58,75.0,79.92
2023,97375,0.67,0.6,0.75,66.65,61.68,76.45
2009,245693,0.43,0.11,0.66,19.76,11.79,53.19
2020,144088,0.37,0.96,0.62,33.48,38.88,70.72
2000,214547,0.48,0.15,0.52,5.0,16.58,49.62
2016,169720,0.82,0.19,0.13,24.69,37.66,51.69
2003,186534,0.31,0.91,0.65,5.0,39.7,55.89
2024,173809,0.62,0.72,0.12,46.5,41.12,49.47
2006,242520,0.62,0.02,0.43,5.0,9.29,50.16
2007,200418,0.29,0.4,0.07,8.21,26.02,53.42
2009,248787,0.95,0.33,0.23,5.0,23.43,41.04
2007,64267,0.93,0.76,0.32,11.18,75.16,80.6
2001,17863,0.85,0.32,0.76,13.87,81.43,84.97
2016,196686,0.35,0.73,0.56,34.63,27.02,58.6
2021,133414,0.69,0.6,0.23,38.95,55.88,53.55
2009,201084,0.31,0.78,0.21,7.56,33.11,61.3
2004,218248,0.56,0.11,0.42,5.0,20.15,49.14
2000,123227,0.24,0.12,0.13,10.68,55.2,72.16
2007,6719,0.3,0.46,0.95,38.13,90.29,89.32
2010,67624,0.7,0.95,0.14,28.99,71.7,85.55
2013,66148,0.74,0.4,0.72,33.27,64.61,76.53
2020,25977,0.41,0.22,0.13,76.12,87.38,83.57
2016,66493,0.89,0.74,0.85,40.37,65.5,77.28
2015,79862,0.43,0.67,0.9,44.81,65.33,87.23
2013,86042,0.48,0.36,0.65,44.08,66.04,76.79
2014,196617,0.22,0.88,0.34,26.08,29.64,58.02
2011,238614,0.22,0.75,0.54,13.86,7.99,50.47
2018,18838,0.23,0.14,0.19,69.99,94.29,83.25
2014,59292,0.9,0.7,0.19,35.99,81.48,75.1
2003,179777,0.52,0.96,0.16,5.0,41.26,63.89
2003,53283,0.53,0.81,0.27,8.65,83.21,76.47
2023,158032,0.33,0.42,0.13,58.07,47.79,67.53
2021,216757,0.4,0.44,0.84,37.49,13.14,57.25
2021,196609,0.52,0.83,0.56,40.94,22.47,62.95
2006,217352,0.25,0.71,0.12,5.0,26.62,45.48
2005,99410,0.46,0.27,0.39,19.29,61.06,74.9
2016,227050,0.19,0.59,0.12,20.32,17.83,49.18
2009,87009,0.23,0.76,0.59,26.72,69.75,77.31
2019,181370,0.9,0.97,0.36,22.5,34.38,64.45
2013,159760,0.45,0.94,0.8,21.23,42.61,67.22
2006,130271,0.06,0.96,0.98,6.08,40.27,73.39
2009,199620,0.4,0.56,0.44,13.7,27.94,59.1
2010,68725,0.09,0.35,0.31,48.25,72.86,78.69
2004,231866,0.44,0.45,0.34,5.0,9.76,52.44
2012,235829,0.26,0.86,0.13,11.6,25.72,44.62
2016,61507,0.56,0.82,0.35,45.09,78.95,81.58
2006,129141,0.34,0.34,0.81,15.24,45.92,70.29
2019,140407,0.91,0.61,0.86,38.09,43.59,62.61
2002,224921,0.58,0.58,0.93,5.0,7.52,45.39
2015,41637,0.16,0.33,0.04,59.22,82.68,92.57
2018,199637,0.05,0.74,0.36,44.27,34.56,56.34
2012,43480,0.19,0.5,0.45,46.6,79.66,88.56
2022,82973,0.65,0.89,0.5,65.07,61.6,87.23
2020,226990,0.56,0.22,0.74,47.84,10.11,50.63
2014,159329,0.74,0.88,0.68,5.0,37.76,49.94
2008,205319,0.1,0.24,0.06,15.34,26.5,59.86
2021,48757,0.85,0.29,0.36,48.24,84.11,87.58
2019,72631,0.23,0.43,0.4,56.73,81.18,82.03
2014,206244,0.24,0.26,0.18,23.93,36.34,49.0
2023,119217,0.81,0.56,0.26,51.49,53.3,65.28
2024,157890,0.28,0.81,0.13,52.52,41.37,66.17
2006,190442,0.45,0.36,0.17,5.0,38.52,48.96
2011,196198,0.74,0.51,0.52,14.31,26.29,49.88
2009,195979,0.11,0.76,0.84,12.18,28.78,65.25
2001,169323,0.15,0.86,0.94,5.0,27.2,62.44
2021,69099,0.14,0.01,0.29,80.21,81.93,87.17
2023,158469,0.79,0.2,0.58,49.35,43.16,56.62
2014,146184,0.82,0.27,0.34,26.4,41.64,53.5
2020,162572,0.17,0.41,0.08,53.3,49.18,55.68
2017,142831,0.67,0.97,0.67,24.17,40.09,58.77
2007,209196,0.44,0.19,0.46,5.0,33.4,49.72
2009,211203,0.5,0.12,0.27,15.08,18.15,41.57
2005,117660,0.94,0.87,0.05,5.0,52.38,64.02
2019,158927,0.94,0.74,0.91,22.38,33.17,55.61
2015,141062,0.92,0.8,0.81,29.12,39.27,66.51
2012,51873,0.6,0.17,0.89,38.67,62.85,82.52
2021,187008,0.29,0.31,0.44,49.64,37.13,53.92
2004,218968,0.3,0.08,0.52,5.0,10.31,46.22
2014,52454,0.56,0.21,0.03,40.57,88.07,85.08
2005,113676,0.8,0.59,0.35,10.1,63.19,75.87
2018,166995,0.2,0.95,0.23,41.92,44.29,67.52
2021,124986,0.75,0.11,0.32,51.83,58.77,72.57
2009,221984,0.34,0.31,0.08,11.93,24.07,55.75
2003,34652,0.74,0.47,0.13,12.55,88.54,87.36
2004,108917,0.34,0.62,0.25,7.8,63.23,76.5
2005,72469,0.64,0.78,0.98,13.25,62.55,76.1
2005,58658,0.61,0.59,0.71,28.17,78.84,80.25
2000,77882,0.6,0.01,0.18,11.5,75.17,83.06
2003,227505,0.53,0.96,0.29,5.0,21.09,54.82
2010,110121,0.53,0.68,0.35,26.96,59.59,68.72
2010,89930,0.95,0.06,0.45,21.67,62.66,73.83
2010,180345,0.12,0.22,0.9,23.27,27.86,58.73
2024,24919,0.67,0.11,0.11,73.97,89.35,90.6
2024,204821,0.79,0.13,0.97,41.86,20.79,58.59
2020,27290,0.16,0.62,0.84,67.39,78.5,91.49
2013,83317,0.56,0.89,0.05,37.34,69.46,77.26
2016,243728,0.72,0.24,0.24,19.23,17.17,42.9
2023,35033,0.08,0.5,0.45,81.44,86.07,90.56
2015,111948,0.53,0.79,0.37,36.67,55.42,78.53
2013,161621,0.64,0.37,0.05,30.75,43.44,60.7
2016,69895,0.09,0.59,0.76,48.68,64.01,95.41
2005,149581,0.28,0.91,0.09,5.0,47.92,76.01
2014,47166,0.22,0.22,0.27,55.57,77.72,87.47
2013,207570,0.88,0.51,0.68,5.0,20.45,46.9
2010,191158,0.88,0.01,0.18,6.1,37.47,52.76
2024,127218,0.91,0.96,0.01,46.98,52.88,66.8
2009,61187,0.14,0.41,0.31,38.02,80.68,83.67
2019,1957,0.24,0.43,0.8,76.74,92.77,100.0
2016,46897,0.44,0.35,0.24,47.48,71.14,90.88
2016,210251,0.54,0.29,0.4,25.17,19.11,53.89
2013,182109,0.6,0.64,0.98,20.34,31.56,57.14
2004,4182,0.44,0.1,0.51,31.98,100.0,97.49
2013,218893,0.78,0.81,0.91,15.66,14.06,52.39
2023,168690,0.68,0.27,0.76,55.66,39.7,48.46
2009,152582,0.94,0.7,0.6,5.0,40.55,60.96
2023,166440,0.04,0.31,0.81,59.99,44.62,67.85
2022,118122,0.87,0.84,0.86,45.64,44.41,71.63
2007,247421,0.97,0.5,0.84,5.0,5.0,40.11
2009,29895,0.6,0.03,0.68,50.24,77.68,89.5
2015,168879,0.59,0.03,0.01,32.7,41.7,59.13
2001,176538,0.29,0.75,0.09,5.0,35.87,60.2
2006,209667,0.61,0.77,0.82,5.0,16.44,51.23
2017,194800,0.69,0.5,0.99,35.49,25.91,60.69
2017,235225,0.78,0.77,0.66,12.4,6.08,52.09
2001,17584,0.03,0.13,0.64,23.31,87.57,94.8
2011,35272,0.82,0.75,0.58,34.34,81.9,87.29
2004,142699,0.74,0.58,0.92,5.0,44.99,67.87
2007,143060,0.23,0.88,0.19,17.65,47.09,72.21
2022,71279,0.67,0.13,0.04,66.19,76.54,86.01
2019,125787,0.36,0.87,0.34,41.18,69.24,68.39
2022,65419,0.7,0.63,0.77,69.04,66.42,77.06
2005,69220,0.03,0.61,0.33,29.41,75.21,82.28
2005,243722,0.42,0.91,0.09,5.0,21.93,41.12
2014,22764,0.07,0.35,0.88,62.73,82.61,87.63
2009,30938,0.43,0.04,0.63,40.7,88.37,89.66
2021,27282,0.89,0.95,0.07,51.75,90.43,86.93
2006,20879,0.18,0.21,0.23,47.9,92.88,92.13
2008,58323,0.12,0.98,0.26,27.01,78.03,92.05
2004,203524,0.51,0.25,0.85,5.0,21.54,66.32
2010,115223,0.94,0.79,0.04,18.96,51.63,65.27
2019,37099,0.27,0.91,0.05,68.35,89.34,90.48
2003,45088,0.23,0.49,0.52,25.33,79.73,90.72
2018,25251,0.17,0.21,0.11,72.65,88.09,81.41
2016,135057,0.07,0.1,0.22,41.91,53.76,73.92
2003,9312,0.54,0.32,0.32,20.9,90.8,94.35
2006,206962,0.09,0.44,0.97,13.14,20.2,53.73
2002,228017,0.69,0.2,0.09,5.0,19.79,44.83
2005,166514,0.48,0.78,0.6,5.0,38.72,58.76
2011,169938,0.59,0.89,0.04,12.0,42.16,45.6
2013,5771,0.95,0.89,0.53,46.09,80.37,83.95
2015,20196,0.64,0.46,0.84,49.16,86.77,90.99
2007,69249,0.52,0.74,0.27,23.32,71.56,78.8
2002,152865,0.67,0.78,0.24,5.0,56.97,57.85
2013,217722,0.89,0.73,0.63,5.0,11.08,38.09
2012,197684,1.0,0.6,0.3,6.51,26.59,48.64
2006,173428,0.3,0.59,0.2,16.7,33.01,65.91
2010,205963,0.78,0.77,0.29,5.0,25.67,60.69
2002,77382,0.87,0.12,0.96,16.99,56.42,75.32
2001,61430,0.48,0.63,0.92,12.29,67.98,82.27
2005,240003,0.57,0.66,0.28,5.0,12.03,45.38
2024,237556,0.9,0.87,0.21,31.23,18.14,48.03
2006,214060,0.44,0.25,0.23,5.0,16.72,56.98
2002,71038,0.93,0.88,0.68,5.0,59.16,80.3
2014,63291,0.93,0.73,0.03,26.5,74.66,69.92
2006,14047,0.04,0.08,0.17,46.72,90.67,90.93
2013,43522,0.24,0.93,0.63,48.79,74.06,82.05
2010,33747,0.82,0.78,0.24,21.77,80.67,93.15
2011,201423,0.0,0.51,1.0,25.72,19.69,60.98
2009,25277,0.37,0.2,0.21,47.16,91.05,90.73
2019,238354,0.29,0.32,0.28,44.43,24.52,53.08
2002,88194,0.38,0.66,0.17,7.08,74.62,74.17
2014,105535,0.78,0.46,0.66,33.75,51.63,62.23
2012,203689,0.55,0.36,0.99,15.69,15.9,44.19
2024,58386,0.71,0.82,0.8,56.06,74.13,76.27
2018,44895,0.32,0.78,0.96,58.29,71.4,87.73
2002,96731,0.14,0.47,0.04,10.32,75.72,83.22
2002,115200,0.1,0.35,0.56,15.99,56.85,85.46
2011,50460,0.21,0.13,0.91,48.36,78.82,82.9
2019,179235,0.27,0.87,0.99,37.61,34.02,57.03
2021,211145,0.46,0.18,0.73,45.56,20.05,50.62
2023,111972,0.67,0.76,0.37,55.21,55.06,74.7
2014,111602,0.39,0.55,0.64,33.7,59.41,66.08
2012,149180,0.79,0.47,0.27,24.55,43.57,63.95
2020,130784,0.85,0.52,0.0,39.76,58.33,60.44
2008,103562,0.51,0.15,0.63,20.97,61.46,81.96
2016,231679,0.65,0.07,0.64,21.68,13.21,49.02
2001,243950,0.55,0.41,0.88,5.0,10.68,39.53
2017,181903,0.75,0.42,0.31,33.41,27.45,61.51
2017,73118,0.11,0.79,0.52,52.95,65.74,82.26
2012,40237,0.03,0.48,0.14,51.42,84.97,90.3
2013,8309,0.06,0.18,1.0,59.75,87.62,98.98
2005,84685,0.25,0.3,0.35,32.63,64.92,79.44
2003,87987,0.14,0.57,0.29,18.33,65.59,84.25
2015,105523,0.34,0.48,0.63,43.89,51.66,72.41
2001,23802,0.01,0.06,0.99,34.4,80.38,99.41
2018,92096,0.09,0.64,0.23,51.77,59.11,76.54
2007,122467,0.82,0.62,0.47,9.32,46.26,71.57
2015,229661,0.55,0.85,0.47,20.61,14.02,53.85
2012,10020,0.38,0.82,0.95,51.45,88.12,94.83
2006,698,0.03,0.8,0.58,43.97,90.31,90.99
2011,162809,0.13,0.42,0.73,22.59,34.79,66.23
2002,214868,0.04,0.23,0.18,5.0,32.88,55.96
2021,236360,0.34,0.52,0.54,45.05,18.01,47.98
2012,28738,0.98,0.95,0.5,26.74,82.58,82.55
2009,104476,0.98,0.46,0.72,19.57,57.27,76.85
2004,208473,0.95,0.2,0.3,5.0,32.31,47.44
2004,146642,0.07,0.55,0.67,14.08,40.37,70.24
2008,214525,0.95,0.36,0.32,5.0,23.67,56.07
2007,4932,0.14,0.87,0.33,53.76,93.35,95.95
2024,45145,0.83,0.63,0.66,62.79,71.24,81.44
2010,219365,0.89,0.3,0.28,6.67,18.87,48.03
2022,136568,0.83,0.59,0.5,45.89,50.05,63.47
2024,212425,0.39,0.18,0.79,47.61,14.81,59.06
2015,196271,0.26,0.79,0.56,32.26,32.31,54.68
2015,231282,0.28,0.81,0.94,22.69,10.1,47.96
2014,95429,0.65,0.22,0.46,34.42,58.63,73.46
2009,203316,0.15,0.09,0.17,13.59,28.0,54.03
2022,12133,0.78,0.21,0.57,60.23,77.43,92.65
2002,238601,0.74,0.68,0.04,5.0,21.14,45.59
2002,235984,0.72,0.88,0.99,5.0,5.0,51.02
2000,12627,0.43,0.09,0.18,20.03,92.49,94.32
2002,73285,0.97,0.26,0.5,5.0,69.35,88.06
2019,154667,0.34,0.26,0.11,41.91,47.77,67.49
2022,7387,0.16,0.62,0.99,77.27,89.45,96.95
2019,196296,0.5,0.56,0.94,33.77,29.24,59.25
2017,44725,0.15,0.05,0.01,79.52,84.02,89.29
2004,96519,0.48,0.1,0.89,19.2,63.8,81.21
2020,246148,0.23,0.77,0.78,28.57,8.16,45.12
2006,213422,0.96,0.21,0.15,5.0,24.48,43.01
2018,165168,0.98,0.21,0.37,33.1,46.89,57.1
2006,89683,0.35,0.94,0.67,14.92,66.14,79.24
2002,58390,0.9,0.54,0.69,16.86,74.36,76.28
2020,124657,0.13,0.85,0.46,51.18,50.06,83.47
2002,173974,0.57,0.13,0.21,5.0,42.73,73.09
2013,137689,0.51,0.42,0.74,30.51,49.57,75.49
2011,89835,0.25,0.86,0.86,37.69,64.95,73.25
2006,207754,0.03,0.92,0.29,6.45,26.7,58.49
2005,114301,0.94,0.61,0.74,5.0,54.46,68.85
2003,244791,0.86,0.02,0.23,5.0,18.29,43.54
2006,216822,0.33,0.2,0.8,11.31,20.33,51.25
2014,88541,0.87,0.4,0.19,33.07,70.19,82.56
2017,136786,0.34,0.89,0.76,36.24,39.34,77.19
2013,179898,0.36,0.5,0.0,28.3,36.85,57.03
2023,26067,0.11,0.97,0.39,79.69,88.21,91.4
2019,55588,0.46,0.11,0.44,54.48,74.61,92.98
2001,129512,0.07,0.02,0.7,21.07,55.07,74.94
2015,119312,0.83,0.46,0.34,33.53,55.28,62.29
2023,120978,0.4,0.4,0.74,68.06,53.02,72.94
